lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_ort,upper_diff_ort,lower_diff_ort,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_classes_.shape,fit_n_classes_,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.max|tree_.max_depth,fit_estimators_.classes_.shape,fit_estimators_.n_features_,fit_estimators_.sum|tree_.node_count,fit_estimators_.sum|tree_.leave_count,fit_class_count_.shape,fit_feature_count_.shape,fit_feature_log_prob_.shape,fit_class_log_prior_.shape,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.leave_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.node_count,fit_objective,fit_n_classes,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_intercept_.shape,fit_n_iter_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
skl,200,digits,-1,XGB-ZM,True,5,1,0.008622752502560616,0.008819070644676685,0.008678523451089859,0.008622752502560616,0.008819070644676685,5,0.008627907373011112,0.44652620777487756,0.5540904402732849,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,200,digits,-1,XGB-ZM,True,5,1,0.028149773366749287,0.02892614807933569,0.028316581249237062,0.028149773366749287,0.028914337245567728,5,0.028169303201138973,0.44652620777487756,0.5540904402732849,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,200,digits,-1,XGB-ZM,True,5,1,0.025546549819409847,0.026610929518938065,0.025905856490135194,0.025546549819409847,0.026610929518938065,5,0.025622515939176083,0.44652620777487756,0.5540904402732849,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,500,digits,-1,XGB-ZM,True,5,1,0.07067336048930883,0.07272570580244064,0.07117166314274073,0.07067336048930883,0.07270657968016915,5,0.07082005590200424,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,500,digits,-1,XGB-ZM,True,5,1,0.021185826510190964,0.021358096040785313,0.021278871409595012,0.021185826510190964,0.021358096040785313,5,0.021278630010783672,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,500,digits,-1,XGB-ZM,True,5,1,0.06998074520379305,0.0706550506874919,0.0701660081744194,0.06998074520379305,0.0706550506874919,5,0.0700373062863946,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,500,digits,-1,XGB-ZM,True,5,1,0.06493650563061237,0.06537777837365866,0.0651239300146699,0.06493650563061237,0.06537777837365866,5,0.0651184469461441,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1000,digits,-1,XGB-ZM,True,5,1,0.14227231591939926,0.14326435420662165,0.14253265280276536,0.14227231591939926,0.14325677768197234,5,0.1424020156264305,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1000,digits,-1,XGB-ZM,True,5,1,0.04228996019810438,0.042524758726358414,0.04240063577890396,0.04228996019810438,0.042524758726358414,5,0.04240318760275841,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1000,digits,-1,XGB-ZM,True,5,1,0.13992768432945013,0.14055434707552195,0.14011747781187295,0.13992768432945013,0.14055434707552195,5,0.14004690665751696,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1000,digits,-1,XGB-ZM,True,5,1,0.1265117172151804,0.1269570905715227,0.12671330869197844,0.1265117172151804,0.1269570905715227,5,0.12672542594373226,0.46174043864011766,0.5540904402732849,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,0.461740343272686,0.5540903210639954,0.09234043210744858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2000,digits,-1,XGB-ZM,True,5,1,0.28252143040299416,0.2874297834932804,0.28446949906647206,0.28252143040299416,0.2874297834932804,5,0.28426389303058386,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2000,digits,-1,XGB-ZM,True,5,1,0.0843936214223504,0.08478734362870455,0.08458555359393358,0.0843936214223504,0.08478734362870455,5,0.08452265057712793,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2000,digits,-1,XGB-ZM,True,5,1,0.2802881123498082,0.2867550905793905,0.28502805158495903,0.2803485687900993,0.2867550905793905,5,0.28599049523472786,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2000,digits,-1,XGB-ZM,True,5,1,0.25337162148207426,0.2540984768420458,0.25370955280959606,0.25337162148207426,0.2540984768420458,5,0.25358595699071884,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5000,digits,-1,XGB-ZM,True,5,1,0.6635634982958436,0.6720189321786165,0.6670601217076182,0.6635634982958436,0.6720189321786165,5,0.6666377913206816,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5000,digits,-1,XGB-ZM,True,5,1,0.21037678699940443,0.21157824527472258,0.21088112890720367,0.21037678699940443,0.21157824527472258,5,0.2108400771394372,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5000,digits,-1,XGB-ZM,True,5,1,0.6997967744246125,0.7009253138676286,0.7004226902499795,0.6997967744246125,0.7009253138676286,5,0.7005456034094095,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5000,digits,-1,XGB-ZM,True,5,1,0.6303653214126825,0.6473940927535295,0.6352963231503963,0.6303653214126825,0.6473246269131812,5,0.6331772170960903,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10000,digits,-1,XGB-ZM,True,5,1,1.315763458609581,1.3438145378604531,1.327164763212204,1.315763458609581,1.3438145378604531,5,1.3223786316812038,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10000,digits,-1,XGB-ZM,True,5,1,0.42156200110912323,0.4224416669458151,0.4219649164006114,0.42156200110912323,0.4224416669458151,5,0.42202211916446686,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10000,digits,-1,XGB-ZM,True,5,1,1.4014060823246837,1.402478190138936,1.4018849151208996,1.4014060823246837,1.402478190138936,5,1.4016701197251678,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10000,digits,-1,XGB-ZM,True,5,1,1.2653642538934946,1.2676093569025397,1.2665409844368696,1.2653642538934946,1.2676093569025397,5,1.2667247159406543,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20000,digits,-1,XGB-ZM,True,5,1,2.7392351431772113,2.7840021289885044,2.753342871926725,2.7392351431772113,2.7840021289885044,5,2.7474595215171576,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20000,digits,-1,XGB-ZM,True,5,1,0.8444020692259073,0.8449924401938915,0.84462665989995,0.8444020692259073,0.8449924401938915,5,0.8444773275405169,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20000,digits,-1,XGB-ZM,True,5,1,2.8358752066269517,2.8488708566874266,2.844273662939668,2.8358752066269517,2.8488708566874266,5,2.845494049601257,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20000,digits,-1,XGB-ZM,True,5,1,2.5848113391548395,2.5882763266563416,2.5869577322155237,2.5848113391548395,2.5882763266563416,5,2.587459670379758,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50000,digits,-1,XGB-ZM,True,5,1,6.605733948759735,6.733427315019071,6.64793978203088,6.605733948759735,6.733427315019071,5,6.640735235996544,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50000,digits,-1,XGB-ZM,True,5,1,2.1099914014339447,2.117456838488579,2.1133333554491402,2.1099914014339447,2.117456838488579,5,2.112536716274917,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50000,digits,-1,XGB-ZM,True,5,1,7.007124311290681,7.0109306843951344,7.008783463202417,7.007124311290681,7.0109306843951344,5,7.008645786903799,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50000,digits,-1,XGB-ZM,True,5,1,6.337511424906552,6.485733138397336,6.397043083421886,6.337511424906552,6.485733138397336,5,6.339395036920905,0.5540904402732849,0.5540904402732849,0.5540904402732849,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,0.5540903210639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1,rndbin100,-1,ADA-ZM,False,5,1,0.0004028473049402237,0.001016181893646717,0.0005327291786670685,0.0004028473049402237,0.0010066752186533943,5,0.00041622109711170197,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,rndbin100,-1,ADA-ZM,False,5,1,0.006280583329498768,0.006567403674125671,0.006349643692374229,0.006280583329498768,0.006563834057771015,5,0.0062987059354782104,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,rndbin100,-1,ADA-ZM,False,5,1,0.005187244154512882,0.005757453851401806,0.005312688276171684,0.005187244154512882,0.005748870060689653,5,0.005203676410019398,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,rndbin100,-1,ADA-ZM,False,5,1,0.0031120553612709045,0.003202962689101696,0.003133711963891983,0.0031120553612709045,0.003201960132633062,5,0.0031159399077296257,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,2.7842027294777694e-08,3.6069491393675435e-08,2.8198159363057584e-09,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,rndbin100,-1,ADA-ZM,False,5,1,0.00041692517697811127,0.0007716231048107147,0.0004902889952063561,0.00041692517697811127,0.0007660350010441653,5,0.0004196763038635254,3.1929182386924994e-08,4.462874941824069e-08,2.2365909235766424e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,rndbin100,-1,ADA-ZM,False,5,1,0.006422175094485283,0.006609747186303139,0.006462718173861503,0.006422175094485283,0.006606927290952518,5,0.006427685730159283,3.1929182386924994e-08,4.462874941824069e-08,2.2365909235766424e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,rndbin100,-1,ADA-ZM,False,5,1,0.005312959663569927,0.005368979647755623,0.005326227098703384,0.005312959663569927,0.005368243174897513,5,0.005317198112607002,3.1929182386924994e-08,4.462874941824069e-08,2.2365909235766424e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,rndbin100,-1,ADA-ZM,False,5,1,0.0031917812302708626,0.003213728778064251,0.003198488429188728,0.0031917812302708626,0.003213728778064251,5,0.003194063901901245,3.1929182386924994e-08,4.462874941824069e-08,2.2365909235766424e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,2.917096258991947e-08,3.822766431182956e-08,1.4975895357149938e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,rndbin100,-1,ADA-ZM,False,5,1,0.0004291217774152756,0.0007816506549715996,0.0005023235455155373,0.0004291217774152756,0.0007761577941003506,5,0.0004319930449128151,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,rndbin100,-1,ADA-ZM,False,5,1,0.006423736922442913,0.006653686054050922,0.00648649949580431,0.006423736922442913,0.006652299164873615,5,0.006447716616094112,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,rndbin100,-1,ADA-ZM,False,5,1,0.005327768623828888,0.005385169759392738,0.005343911610543728,0.005327768623828888,0.005385169759392738,5,0.005336448550224304,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,rndbin100,-1,ADA-ZM,False,5,1,0.0032074684277176857,0.003227788954973221,0.003220379911363125,0.0032074684277176857,0.003227788954973221,5,0.0032219206914305687,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,5.070216984037756e-08,6.028792509660263e-08,3.904829470879889e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,rndbin100,-1,ADA-ZM,False,5,1,0.00046001095324754715,0.000807369127869606,0.0005336899310350418,0.00046001095324754715,0.0008021152902843939,5,0.0004639793187379837,6.974349634480958e-08,1.1931911680918006e-07,4.6800957109738306e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,rndbin100,-1,ADA-ZM,False,5,1,0.0064478674903512,0.006676265969872475,0.006515439413487911,0.0064478674903512,0.006675802646110345,5,0.006485404446721077,6.974349634480958e-08,1.1931911680918006e-07,4.6800957109738306e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,rndbin100,-1,ADA-ZM,False,5,1,0.005349663086235523,0.005410787649452686,0.005365550331771374,0.005349663086235523,0.005410787649452686,5,0.0053520724177360535,6.974349634480958e-08,1.1931911680918006e-07,4.6800957109738306e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10,rndbin100,-1,ADA-ZM,False,5,1,0.00323557760566473,0.00326472707092762,0.0032454725354909898,0.00323557760566473,0.00326472707092762,5,0.003243892453610897,6.974349634480958e-08,1.1931911680918006e-07,4.6800957109738306e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,5.849259228085657e-08,6.028792509660263e-08,5.426741001013369e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20,rndbin100,-1,ADA-ZM,False,5,1,0.0005206624045968056,0.0008596349507570267,0.0005912022665143013,0.0005206624045968056,0.0008544132735620348,5,0.0005219243466854095,6.671188108597903e-08,7.611514463157221e-08,4.6800957109738306e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20,rndbin100,-1,ADA-ZM,False,5,1,0.006514363922178745,0.006721884943544865,0.0065671330317854885,0.006514363922178745,0.0067208059269740815,5,0.0065248943865299225,6.671188108597903e-08,7.611514463157221e-08,4.6800957109738306e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20,rndbin100,-1,ADA-ZM,False,5,1,0.005405827425420284,0.005481880158185959,0.005427497625350952,0.005405827425420284,0.005481880158185959,5,0.0054186927154660225,6.671188108597903e-08,7.611514463157221e-08,4.6800957109738306e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20,rndbin100,-1,ADA-ZM,False,5,1,0.003288545645773411,0.0033119311556220055,0.0032991014420986177,0.003288545645773411,0.0033119311556220055,5,0.0032988134771585464,6.671188108597903e-08,7.611514463157221e-08,4.6800957109738306e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,6.94092746833519e-08,7.611514463157221e-08,6.028792509660263e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50,rndbin100,-1,ADA-ZM,False,5,1,0.0006989901885390282,0.0010424768552184105,0.0007693575695157051,0.0006989901885390282,0.0010370239848380004,5,0.0007014395669102669,8.568088204485846e-08,1.380242667936571e-07,5.9550926079232624e-08,7.673447208755845e-08,1.380242667936571e-07,5.994621909977127e-08,7.673447208755845e-08,1.380242667936571e-07,5.994621909977127e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50,rndbin100,-1,ADA-ZM,False,5,1,0.006609296426177025,0.006803598254919052,0.006656068749725819,0.006609296426177025,0.006801600546192604,5,0.006623631343245506,8.568088204485846e-08,1.380242667936571e-07,5.9550926079232624e-08,7.673447208755845e-08,1.380242667936571e-07,5.994621909977127e-08,7.673447208755845e-08,1.380242667936571e-07,5.994621909977127e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50,rndbin100,-1,ADA-ZM,False,5,1,0.005588368512690067,0.005627265200018883,0.005599862337112427,0.005588368512690067,0.005627265200018883,5,0.005593321286141872,8.568088204485846e-08,1.380242667936571e-07,5.9550926079232624e-08,7.673447208755845e-08,1.380242667936571e-07,5.994621909977127e-08,7.673447208755845e-08,1.380242667936571e-07,5.994621909977127e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,20.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
