method,lib,skl_nb_base_estimators,N,dim,fit_intercept,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxpython_compiled,,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.8907863199710846e-05,6.610807031393051e-05,3.905780613422394e-05,4.6625733375549316e-05,4.0146405808627605e-05,3.8907863199710846e-05,4.678319514622048e-05,100,3.9508799090981483e-05,0,2.0,12.0,499.0,
predict,onxonnxruntime1,,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.3691914975643158e-05,4.051113501191139e-05,2.3908913135528564e-05,2.9649585485458374e-05,2.4539981968700885e-05,2.3691914975643158e-05,2.84312252077815e-05,100,2.4172943085432053e-05,0,2.0,12.0,499.0,
predict_proba,skl,1.0,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.276702672243118e-05,9.763706475496292e-05,7.286109030246735e-05,9.103771299123764e-05,7.462662179023028e-05,7.276702672243118e-05,8.2539499201626e-05,100,7.33574852347374e-05,0,,,,
predict_proba,onxpython_compiled,,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.872532397508621e-05,6.359303370118141e-05,3.877794370055199e-05,4.595983773469925e-05,3.988848999142647e-05,3.872532397508621e-05,4.568012159409674e-05,100,3.917631693184376e-05,0,2.0,12.0,499.0,
predict_proba,onxonnxruntime1,,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.3054424673318863e-05,3.731902688741684e-05,2.317829057574272e-05,2.877740189433098e-05,2.3765340447425842e-05,2.3054424673318863e-05,2.6908841245043384e-05,100,2.3402972146868706e-05,0,2.0,12.0,499.0,
predict,py,,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.0528601706027985e-05,1.8590595573186874e-05,1.0679941624403e-05,1.158611848950386e-05,1.0942253284156323e-05,1.0528601706027985e-05,1.2491393407979675e-05,100,1.0840129107236862e-05,0,,,,
predict_proba,py,,10,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.526313230395317e-05,5.002599209547043e-05,3.542797639966011e-05,4.6249013394117355e-05,3.6127837374806405e-05,3.526313230395317e-05,4.032852098465871e-05,100,3.567640669643879e-05,0,,,,
predict,skl,1.0,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.215499550104141e-05,7.385015487670898e-05,5.2236951887607574e-05,5.9217680245637894e-05,5.330069456249475e-05,5.215499550104141e-05,5.885228793378479e-05,100,5.2656978368759155e-05,0,,,,
predict,onxpython_compiled,,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.562875255942345e-05,6.1769038438797e-05,4.568928852677345e-05,5.052424967288971e-05,4.654157906770706e-05,4.562875255942345e-05,5.012485280661853e-05,100,4.614517092704773e-05,0,2.0,12.0,499.0,
predict,onxonnxruntime1,,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.120908513665199e-05,4.709511995315552e-05,3.165006637573242e-05,3.700796514749527e-05,3.2482142560184e-05,3.120908513665199e-05,3.581836073716153e-05,100,3.219209611415863e-05,0,2.0,12.0,499.0,
predict_proba,skl,1.0,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.473817095160484e-05,9.285798296332359e-05,7.490534335374832e-05,8.192099630832672e-05,7.592333015054464e-05,7.473817095160484e-05,8.053830450756469e-05,100,7.52799678593874e-05,0,,,,
predict_proba,onxpython_compiled,,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.5238062739372253e-05,5.9898942708969116e-05,4.539266228675842e-05,5.184020847082138e-05,4.615212325006723e-05,4.5238062739372253e-05,4.9595293431792416e-05,100,4.5729801058769226e-05,0,2.0,12.0,499.0,
predict_proba,onxonnxruntime1,,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.0471011996269226e-05,4.765903577208519e-05,3.0712224543094635e-05,3.72142530977726e-05,3.169971518218517e-05,3.0471011996269226e-05,3.6096504629331256e-05,100,3.122864291071892e-05,0,2.0,12.0,499.0,
predict,py,,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.1097174137830734e-05,1.909583806991577e-05,1.1160038411617279e-05,1.313304528594017e-05,1.1523785069584846e-05,1.1097174137830734e-05,1.3358087233349226e-05,100,1.1354219168424606e-05,0,,,,
predict_proba,py,,100,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.8446858525276184e-05,4.875939339399338e-05,3.8533005863428116e-05,4.223501309752464e-05,3.9042052812874316e-05,3.8446858525276184e-05,4.148945305094287e-05,100,3.880355507135391e-05,0,,,,
predict,skl,1.0,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,6.06500543653965e-05,0.00011134101077914238,6.081303581595421e-05,7.124710828065872e-05,6.243993528187274e-05,6.06500543653965e-05,7.267980557328963e-05,100,6.154458969831467e-05,0,,,,
predict,onxpython_compiled,,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001061437651515007,0.00013466784730553627,0.00010621314868330956,0.00011263089254498482,0.00010743354912847281,0.0001061437651515007,0.00011339359988227573,100,0.00010691303759813309,0,2.0,12.0,499.0,
predict,onxonnxruntime1,,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,9.503122419118881e-05,0.00014351587742567062,9.532086551189423e-05,0.00010245712473988533,9.706975426524877e-05,9.503122419118881e-05,0.00010659896373924917,100,9.637442417442799e-05,0,2.0,12.0,499.0,
predict_proba,skl,1.0,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,9.198486804962158e-05,0.00013849837705492973,9.205006062984467e-05,0.00010516401380300522,9.422603994607926e-05,9.198486804962158e-05,0.0001049352878147247,100,9.294156916439533e-05,0,,,,
predict_proba,onxpython_compiled,,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00010548392310738564,0.00013400893658399582,0.00010571116581559181,0.00011490890756249428,0.00010717304889112711,0.00010548392310738564,0.00011328422175306278,100,0.00010666064918041229,0,2.0,12.0,499.0,
predict_proba,onxonnxruntime1,,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,9.262794628739357e-05,0.0001262463629245758,9.286589920520782e-05,9.930506348609924e-05,9.486167691648006e-05,9.262794628739357e-05,0.00010320437818026683,100,9.411340579390526e-05,0,2.0,12.0,499.0,
predict,py,,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.674611121416092e-05,2.8932001441717148e-05,1.683039590716362e-05,1.836055889725685e-05,1.7553786747157574e-05,1.674611121416092e-05,1.9961415761318352e-05,100,1.7369864508509636e-05,0,,,,
predict_proba,py,,1000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,6.59269280731678e-05,8.822325617074966e-05,6.602983921766281e-05,7.691280916333199e-05,6.724682636559009e-05,6.59269280731678e-05,7.276049346433019e-05,100,6.663124077022076e-05,0,,,,
predict,skl,1.0,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00011366792023181915,0.0002688472159206867,0.00011423742398619652,0.0001476118341088295,0.00012356672435998917,0.00011366792023181915,0.0001560235370512827,100,0.00011789007112383842,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict,onxpython_compiled,,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0007145842537283897,0.000769399106502533,0.0007168231531977654,0.0007407632656395435,0.000724416165612638,0.0007145842537283897,0.000736660889709411,100,0.0007238800171762705,1,2.0,12.0,499.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict,onxonnxruntime1,,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0007161740213632584,0.0008196737617254257,0.00071694515645504,0.0007753991521894932,0.000736651667393744,0.0007161740213632584,0.0007752961444184161,100,0.0007347206119447947,1,2.0,12.0,499.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict_proba,skl,1.0,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0002479143440723419,0.00038127973675727844,0.00024867989122867584,0.0002633030526340008,0.00025443451944738625,0.0002479143440723419,0.0002873616830934313,100,0.000251278979703784,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict_proba,onxpython_compiled,,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.000710844062268734,0.0007658470422029495,0.000711680855602026,0.0007349872030317783,0.0007198899472132325,0.000710844062268734,0.0007327601093862229,100,0.0007189514581114054,1,2.0,12.0,499.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict_proba,onxonnxruntime1,,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0007104859687387943,0.0008126148022711277,0.0007117497734725475,0.0007731053046882153,0.0007305111736059189,0.0007104859687387943,0.0007707807339634842,100,0.000719474395737052,1,2.0,12.0,499.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict,py,,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.450192838907242e-05,0.00011239899322390556,5.534570664167404e-05,8.933525532484055e-05,5.9283417649567126e-05,5.450192838907242e-05,7.424211926573373e-05,100,5.7665398344397545e-05,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict_proba,py,,10000,5,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0003317692317068577,0.0003859763965010643,0.00033225491642951965,0.0003532562404870987,0.0003367021959275007,0.0003317692317068577,0.0003491349347595155,100,0.00033559207804501057,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(17  'predict')'.
predict,skl,1.0,1,10,True,,100,1,5.3830910474061966e-05,9.709596633911133e-05,5.4270029067993164e-05,6.381003186106682e-05,5.566914100199938e-05,5.3830910474061966e-05,6.451196955538599e-05,100,5.475524812936783e-05,0,,,,
predict,onxpython_compiled,,1,10,True,,100,1,4.288181662559509e-05,7.695471867918968e-05,4.301685839891434e-05,5.042273551225662e-05,4.413425922393799e-05,4.288181662559509e-05,5.1091983887585014e-05,100,4.348950460553169e-05,0,4.0,12.0,713.0,
predict,onxonnxruntime1,,1,10,True,,100,1,2.7797184884548187e-05,7.672794163227081e-05,2.788100391626358e-05,3.45367006957531e-05,2.8820736333727836e-05,2.7797184884548187e-05,3.8589656092921595e-05,100,2.8112437576055527e-05,0,4.0,12.0,713.0,
predict_proba,skl,1.0,1,10,True,,100,1,7.707811892032623e-05,0.00010409485548734665,7.733190432190895e-05,8.705910295248032e-05,7.853480055928231e-05,7.707811892032623e-05,8.478653167053123e-05,100,7.775099948048592e-05,0,,,,
predict_proba,onxpython_compiled,,1,10,True,,100,1,4.2310915887355804e-05,5.8169011026620865e-05,4.24068421125412e-05,5.014287307858467e-05,4.321740008890629e-05,4.2310915887355804e-05,4.713846893318874e-05,100,4.2731873691082e-05,0,4.0,12.0,713.0,
predict_proba,onxonnxruntime1,,1,10,True,,100,1,2.646585926413536e-05,4.226667806506157e-05,2.6488211005926132e-05,3.180699422955513e-05,2.713409252464771e-05,2.646585926413536e-05,3.08731632679103e-05,100,2.67659779638052e-05,0,4.0,12.0,713.0,
predict,py,,1,10,True,,100,1,1.0740011930465698e-05,1.9700266420841217e-05,1.1037103831768036e-05,1.2162141501903534e-05,1.1364934034645557e-05,1.0740011930465698e-05,1.3075585272840306e-05,100,1.125759445130825e-05,0,,,,
predict_proba,py,,1,10,True,,100,1,3.6899931728839874e-05,5.953805521130562e-05,3.6953017115592957e-05,4.1474588215351105e-05,3.766954876482487e-05,3.6899931728839874e-05,4.2288168151010876e-05,100,3.726081922650337e-05,0,,,,
predict,skl,1.0,10,10,True,,100,1,5.139922723174095e-05,7.100217044353485e-05,5.1489099860191345e-05,5.70942647755146e-05,5.22525841370225e-05,5.139922723174095e-05,5.65025776659399e-05,100,5.1806215196847916e-05,0,,,,
predict,onxpython_compiled,,10,10,True,,100,1,4.353094846010208e-05,6.494205445051193e-05,4.357192665338516e-05,5.012471228837967e-05,4.4653709046542645e-05,4.353094846010208e-05,4.921690663342384e-05,100,4.4236890971660614e-05,0,4.0,12.0,713.0,
predict,onxonnxruntime1,,10,10,True,,100,1,2.976786345243454e-05,5.073007196187973e-05,2.9860995709896088e-05,3.6028213798999786e-05,3.052908927202225e-05,2.976786345243454e-05,3.489283224728424e-05,100,3.016251139342785e-05,0,4.0,12.0,713.0,
predict_proba,skl,1.0,10,10,True,,100,1,7.315399125218391e-05,9.805429726839066e-05,7.325317710638046e-05,8.366908878087997e-05,7.45799345895648e-05,7.315399125218391e-05,8.11453307287541e-05,100,7.371371611952782e-05,0,,,,
predict_proba,onxpython_compiled,,10,10,True,,100,1,4.35621477663517e-05,5.942676216363907e-05,4.363898187875748e-05,5.06141223013401e-05,4.450958222150803e-05,4.35621477663517e-05,4.839659410931226e-05,100,4.3962616473436356e-05,0,4.0,12.0,713.0,
predict_proba,onxonnxruntime1,,10,10,True,,100,1,2.8555747121572495e-05,0.0007061120122671127,2.874014899134636e-05,4.378100857138634e-05,3.674001432955265e-05,2.8555747121572495e-05,0.00016869208306908982,100,2.950197085738182e-05,0,4.0,12.0,713.0,
predict,py,,10,10,True,,100,1,1.044105738401413e-05,1.9938219338655472e-05,1.0557007044553757e-05,1.1547934263944626e-05,1.1014863848686219e-05,1.044105738401413e-05,1.2849216316350354e-05,100,1.0899035260081291e-05,0,,,,
predict_proba,py,,10,10,True,,100,1,3.5698991268873215e-05,6.489129737019539e-05,3.5773031413555145e-05,4.8951245844364166e-05,3.677387721836567e-05,3.5698991268873215e-05,4.410497993750576e-05,100,3.604637458920479e-05,0,,,,
predict,skl,1.0,100,10,True,,100,1,5.2786897867918015e-05,8.129281923174858e-05,5.2893999963998795e-05,7.916241884231567e-05,5.537554621696472e-05,5.2786897867918015e-05,6.642127110074471e-05,100,5.3412048146128654e-05,0,,,,
predict,onxpython_compiled,,100,10,True,,100,1,5.1180366426706314e-05,7.749488577246666e-05,5.1443930715322495e-05,6.223004311323166e-05,5.316464696079493e-05,5.1180366426706314e-05,5.986999568421259e-05,100,5.197501741349697e-05,0,4.0,12.0,713.0,
predict,onxonnxruntime1,,100,10,True,,100,1,6.478792056441307e-05,9.461212903261185e-05,6.759399548172951e-05,9.305495768785477e-05,6.953458301723004e-05,6.478792056441307e-05,7.814775270958238e-05,100,6.880215369164944e-05,0,4.0,12.0,713.0,
predict_proba,skl,1.0,100,10,True,,100,1,7.495097815990448e-05,9.971670806407928e-05,7.506320253014565e-05,9.692879393696785e-05,7.663986645638942e-05,7.495097815990448e-05,8.466478760396133e-05,100,7.559685036540031e-05,0,,,,
predict_proba,onxpython_compiled,,100,10,True,,100,1,5.073985084891319e-05,6.688805297017097e-05,5.085719749331474e-05,5.864817649126053e-05,5.1670428365468976e-05,5.073985084891319e-05,5.566515985808299e-05,100,5.115382373332977e-05,0,4.0,12.0,713.0,
predict_proba,onxonnxruntime1,,100,10,True,,100,1,6.358185783028603e-05,0.0001724790781736374,6.553623825311661e-05,8.971709758043289e-05,6.987577769905329e-05,6.358185783028603e-05,9.247920549252776e-05,100,6.735441274940968e-05,0,4.0,12.0,713.0,
predict,py,,100,10,True,,100,1,1.1390075087547302e-05,2.1371990442276e-05,1.1438969522714615e-05,1.2157019227743149e-05,1.1877520009875297e-05,1.1390075087547302e-05,1.380170869123118e-05,100,1.1759577319025993e-05,0,,,,
predict_proba,py,,100,10,True,,100,1,3.884872421622276e-05,5.7709868997335434e-05,3.8943253457546234e-05,4.2360275983810425e-05,3.9564729668200016e-05,3.884872421622276e-05,4.342113590161731e-05,100,3.925757482647896e-05,0,,,,
predict,skl,1.0,1000,10,True,,100,1,6.787572056055069e-05,0.0002067219465970993,6.830180063843727e-05,7.670698687434196e-05,7.161691784858704e-05,6.787572056055069e-05,9.849567333691185e-05,100,6.992905400693417e-05,0,,,,
predict,onxpython_compiled,,1000,10,True,,100,1,0.00012870505452156067,0.00017751427367329597,0.00012920424342155457,0.00013982318341732025,0.0001315988739952445,0.00012870505452156067,0.0001414237866500155,100,0.00013068434782326221,0,4.0,12.0,713.0,
predict,onxonnxruntime1,,1000,10,True,,100,1,0.0004433039575815201,0.0006483420729637146,0.0004453752189874649,0.0004589669406414032,0.0004500722698867321,0.0004433039575815201,0.0004895568229991742,100,0.0004473633598536253,0,4.0,12.0,713.0,
predict_proba,skl,1.0,1000,10,True,,100,1,9.794672951102257e-05,0.00017499085515737534,9.875604882836342e-05,0.00011438177898526192,0.00010242185089737177,9.794672951102257e-05,0.00011788939402315253,100,0.00010101008228957653,0,,,,
predict_proba,onxpython_compiled,,1000,10,True,,100,1,0.00012774206697940826,0.00016776192933321,0.00012842798605561256,0.00013709673658013344,0.00013029932044446467,0.00012774206697940826,0.00013841396028991079,100,0.00012951763346791267,0,4.0,12.0,713.0,
predict_proba,onxonnxruntime1,,1000,10,True,,100,1,0.0003821928985416889,0.0005452930927276611,0.0004008919931948185,0.0004833829589188099,0.00041839225683361293,0.0003821928985416889,0.0004724362311021298,100,0.0004086254630237818,0,4.0,12.0,713.0,
predict,py,,1000,10,True,,100,1,2.024322748184204e-05,4.264526069164276e-05,2.1079089492559433e-05,2.8552021831274033e-05,2.2943285293877126e-05,2.024322748184204e-05,2.7532613721327657e-05,100,2.2640451788902283e-05,0,,,,
predict_proba,py,,1000,10,True,,100,1,7.20461830496788e-05,0.0001011854037642479,7.222313433885574e-05,7.945997640490532e-05,7.389167789369822e-05,7.20461830496788e-05,7.973819080717365e-05,100,7.341895252466202e-05,0,,,,
predict,skl,1.0,10000,10,True,,100,1,0.00013759778812527657,0.00033196108415722847,0.00013805599883198738,0.0001698867417871952,0.00014488669112324714,0.00013759778812527657,0.00018433340166171036,100,0.00014047580771148205,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict,onxpython_compiled,,10000,10,True,,100,1,0.0008216151036322117,0.0009021880105137825,0.0008231718093156815,0.0008524609729647636,0.0008319719973951578,0.0008216151036322117,0.0008493924506505593,100,0.0008302314672619104,1,4.0,12.0,713.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict,onxonnxruntime1,,10000,10,True,,100,1,0.0036178119480609894,0.004207424819469452,0.0036266688257455826,0.0038850661367177963,0.003708531246520579,0.0036178119480609894,0.003859056838058919,100,0.0036881924606859684,1,4.0,12.0,713.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict_proba,skl,1.0,10000,10,True,,100,1,0.0002655601128935814,0.00038785580545663834,0.00026609189808368683,0.0003189537674188614,0.00027491336222738025,0.0002655601128935814,0.0003080962202618356,100,0.00026998016983270645,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict_proba,onxpython_compiled,,10000,10,True,,100,1,0.0008162986487150192,0.000891723670065403,0.0008187489584088326,0.0008451696485280991,0.0008269850490614772,0.0008162986487150192,0.0008432750535513939,100,0.0008254058193415403,1,4.0,12.0,713.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict_proba,onxonnxruntime1,,10000,10,True,,100,1,0.0032932390458881855,0.004050258081406355,0.0033116349950432777,0.00402182899415493,0.003674992015585303,0.0032932390458881855,0.004050258081406355,100,0.003656261134892702,1,4.0,12.0,713.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict,py,,10000,10,True,,100,1,7.34836794435978e-05,0.0001885439269244671,7.386226207017899e-05,9.482307359576225e-05,7.908656727522611e-05,7.34836794435978e-05,0.0001051615682260284,100,7.558101788163185e-05,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict_proba,py,,10000,10,True,,100,1,0.00034952862188220024,0.0003885021433234215,0.0003502168692648411,0.0003705970011651516,0.00035454968456178905,0.00034952862188220024,0.00036623861511561004,100,0.00035282596945762634,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(48  'predict')'.
predict,skl,1.0,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.3093768656253815e-05,0.00017573684453964233,5.35319559276104e-05,6.97537325322628e-05,5.674235988408327e-05,5.3093768656253815e-05,8.086656846606968e-05,100,5.4898904636502266e-05,0,,,,
predict,onxpython_compiled,,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.706710413098335e-05,7.904088124632835e-05,3.7176068872213364e-05,4.6133995056152344e-05,3.8380222395062444e-05,3.706710413098335e-05,4.686916573923352e-05,100,3.7607504054903984e-05,0,2.0,12.0,549.0,
predict,onxonnxruntime1,,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.3987144231796265e-05,8.865911513566971e-05,2.4104956537485123e-05,2.7968082576990128e-05,2.516467124223709e-05,2.3987144231796265e-05,3.77674562869409e-05,100,2.4353619664907455e-05,0,2.0,12.0,549.0,
predict_proba,skl,1.0,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.533421739935875e-05,0.00010477425530552864,7.542409002780914e-05,8.40798020362854e-05,7.662387564778327e-05,7.533421739935875e-05,8.318631232642225e-05,100,7.580267265439034e-05,0,,,,
predict_proba,onxpython_compiled,,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.664987161755562e-05,5.123484879732132e-05,3.678072243928909e-05,4.3247826397418976e-05,3.748215269297361e-05,3.664987161755562e-05,4.08789132745825e-05,100,3.7114135921001434e-05,0,2.0,12.0,549.0,
predict_proba,onxonnxruntime1,,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.2393185645341873e-05,3.744196146726608e-05,2.247188240289688e-05,3.06139700114727e-05,2.3261276073753833e-05,2.2393185645341873e-05,2.7223747311458016e-05,100,2.2772932425141335e-05,0,2.0,12.0,549.0,
predict,py,,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.0387971997261047e-05,1.9750092178583145e-05,1.0416842997074127e-05,1.1228956282138824e-05,1.0773823596537113e-05,1.0387971997261047e-05,1.25958821692507e-05,100,1.0660383850336075e-05,0,,,,
predict_proba,py,,1,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.4709926694631577e-05,5.8791134506464005e-05,3.4798868000507355e-05,3.896281123161316e-05,3.56131698936224e-05,3.4709926694631577e-05,4.200035517847482e-05,100,3.508664667606354e-05,0,,,,
predict,skl,1.0,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.1608309149742126e-05,7.06082209944725e-05,5.174800753593445e-05,5.894200876355171e-05,5.260447040200234e-05,5.1608309149742126e-05,5.694502036440022e-05,100,5.2111921831965446e-05,0,,,,
predict,onxpython_compiled,,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.9262231439352036e-05,5.950406193733215e-05,3.946293145418167e-05,4.879804328083992e-05,4.034897778183222e-05,3.9262231439352036e-05,4.517820362622441e-05,100,3.977888263761997e-05,0,2.0,12.0,549.0,
predict,onxonnxruntime1,,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.423906698822975e-05,4.035886377096176e-05,2.4317298084497452e-05,2.712104469537735e-05,2.4933535605669022e-05,2.423906698822975e-05,2.8225785682835216e-05,100,2.4639535695314407e-05,0,2.0,12.0,549.0,
predict_proba,skl,1.0,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.292907685041428e-05,9.121326729655266e-05,7.316702976822853e-05,8.436804637312889e-05,7.437610067427158e-05,7.292907685041428e-05,8.005962226695982e-05,100,7.358170114457607e-05,0,,,,
predict_proba,onxpython_compiled,,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.926921635866165e-05,5.594082176685333e-05,3.929808735847473e-05,4.841014742851257e-05,4.027189686894417e-05,3.926921635866165e-05,4.500920635012568e-05,100,3.966339863836765e-05,0,2.0,12.0,549.0,
predict_proba,onxonnxruntime1,,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.331472933292389e-05,3.747176378965378e-05,2.3378059267997742e-05,3.4250784665346146e-05,2.419831696897745e-05,2.331472933292389e-05,2.8635208190609337e-05,100,2.3616943508386612e-05,0,2.0,12.0,549.0,
predict,py,,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.0647810995578766e-05,1.8999911844730377e-05,1.085922122001648e-05,1.1730939149856567e-05,1.1166352778673173e-05,1.0647810995578766e-05,1.2755702233292727e-05,100,1.10589899122715e-05,0,,,,
predict_proba,py,,10,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.540795296430588e-05,5.261925980448723e-05,3.54512594640255e-05,4.4201966375112534e-05,3.615668043494225e-05,3.540795296430588e-05,4.058887068522115e-05,100,3.571691922843456e-05,0,,,,
predict,skl,1.0,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.2313320338726044e-05,7.057515904307365e-05,5.243904888629913e-05,5.990825593471527e-05,5.328611470758915e-05,5.2313320338726044e-05,5.73632747061706e-05,100,5.2878400310873985e-05,0,,,,
predict,onxpython_compiled,,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.7007109969854355e-05,6.374623626470566e-05,4.704296588897705e-05,5.346722900867462e-05,4.7962651588022706e-05,4.7007109969854355e-05,5.189927143349347e-05,100,4.74883709102869e-05,0,2.0,12.0,549.0,
