method,lib,skl_nb_base_estimators,N,dim,fit_intercept,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxonnxruntime1,,1,100,True,,100,1,2.8211157768964767e-05,7.701478898525238e-05,2.83033587038517e-05,3.5312026739120483e-05,2.939742058515549e-05,2.8211157768964767e-05,3.9227652937709294e-05,100,2.8686365112662315e-05,0,4.0,12.0,1614.0,
predict_proba,skl,1.0,1,100,True,,100,1,7.718894630670547e-05,0.00010612607002258301,7.742969319224358e-05,8.57161357998848e-05,7.874994538724423e-05,7.718894630670547e-05,8.518478784754453e-05,100,7.796520367264748e-05,0,,,,
predict_proba,onxpython_compiled,,1,100,True,,100,1,4.2858999222517014e-05,5.837995558977127e-05,4.296470433473587e-05,5.032168701291084e-05,4.3803821317851546e-05,4.2858999222517014e-05,4.7571584445334463e-05,100,4.3375883251428604e-05,0,4.0,12.0,1614.0,
predict_proba,onxonnxruntime1,,1,100,True,,100,1,2.650916576385498e-05,4.8833899199962616e-05,2.66307033598423e-05,3.2697804272174835e-05,2.732178196310997e-05,2.650916576385498e-05,3.198468800085342e-05,100,2.6871683076024055e-05,0,4.0,12.0,1614.0,
predict,py,,1,100,True,,100,1,1.0934192687273026e-05,2.157408744096756e-05,1.1091120541095734e-05,1.2029893696308136e-05,1.1519310064613819e-05,1.0934192687273026e-05,1.3550243288474567e-05,100,1.1406606063246727e-05,0,,,,
predict_proba,py,,1,100,True,,100,1,3.716908395290375e-05,6.339233368635178e-05,3.7288758903741837e-05,4.187319427728653e-05,3.79614345729351e-05,3.716908395290375e-05,4.3245745349286085e-05,100,3.7546269595623016e-05,0,,,,
predict,skl,1.0,10,100,True,,100,1,5.229562520980835e-05,0.00010301824659109116,5.24069182574749e-05,7.236003875732422e-05,5.4017030633986e-05,5.229562520980835e-05,6.552873297666562e-05,100,5.279015749692917e-05,0,,,,
predict,onxpython_compiled,,10,100,True,,100,1,4.634726792573929e-05,8.615897968411446e-05,4.6397093683481216e-05,5.5227894335985184e-05,4.7747399657964704e-05,4.634726792573929e-05,5.665352974941125e-05,100,4.678941331803799e-05,0,4.0,12.0,1614.0,
predict,onxonnxruntime1,,10,100,True,,100,1,3.421679139137268e-05,9.695393964648247e-05,3.464566543698311e-05,4.165666177868843e-05,3.600002266466618e-05,3.421679139137268e-05,4.8772358908224104e-05,100,3.497349098324776e-05,0,4.0,12.0,1614.0,
predict_proba,skl,1.0,10,100,True,,100,1,7.34059140086174e-05,0.00010096514597535133,7.361685857176781e-05,9.176693856716156e-05,7.532905787229539e-05,7.34059140086174e-05,8.307908283992583e-05,100,7.41458497941494e-05,0,,,,
predict_proba,onxpython_compiled,,10,100,True,,100,1,4.6869274228811264e-05,6.954604759812355e-05,4.6966131776571274e-05,6.293738260865211e-05,4.8185777850449084e-05,4.6869274228811264e-05,5.4788815654821094e-05,100,4.743644967675209e-05,0,4.0,12.0,1614.0,
predict_proba,onxonnxruntime1,,10,100,True,,100,1,3.329198807477951e-05,0.00010506296530365944,3.340141847729683e-05,4.671001806855202e-05,3.5598841495811936e-05,3.329198807477951e-05,5.413549887424353e-05,100,3.395695239305496e-05,0,4.0,12.0,1614.0,
predict,py,,10,100,True,,100,1,1.1374708265066147e-05,3.24128195643425e-05,1.1434312909841537e-05,2.0843930542469025e-05,1.2277355417609214e-05,1.1374708265066147e-05,1.7849179146128116e-05,100,1.1706026270985603e-05,0,,,,
predict_proba,py,,10,100,True,,100,1,3.6003999412059784e-05,5.537876859307289e-05,3.610784187912941e-05,3.9448030292987823e-05,3.6744060926139357e-05,3.6003999412059784e-05,4.080883949619236e-05,100,3.643287345767021e-05,0,,,,
predict,skl,1.0,100,100,True,,100,1,5.9283338487148285e-05,0.0001955968327820301,6.0584861785173416e-05,7.532676681876183e-05,6.499078590422868e-05,5.9283338487148285e-05,9.133769364460558e-05,100,6.326800212264061e-05,0,,,,
predict,onxpython_compiled,,100,100,True,,100,1,7.191300392150879e-05,0.00012020580470561981,7.220404222607613e-05,7.994193583726883e-05,7.452141493558883e-05,7.191300392150879e-05,8.423034358040466e-05,100,7.384852506220341e-05,0,4.0,12.0,1614.0,
predict,onxonnxruntime1,,100,100,True,,100,1,9.401654824614525e-05,0.0001820409670472145,9.802961722016335e-05,0.00011087208986282349,0.00010055186226963997,9.401654824614525e-05,0.0001171950787403864,100,9.946548379957676e-05,0,4.0,12.0,1614.0,
predict_proba,skl,1.0,100,100,True,,100,1,8.322717621922493e-05,0.00015287520363926888,8.413475006818771e-05,9.949598461389542e-05,8.711620699614287e-05,8.322717621922493e-05,0.00010105779168598331,100,8.589192293584347e-05,0,,,,
predict_proba,onxpython_compiled,,100,100,True,,100,1,7.129088044166565e-05,0.00011271191760897636,7.142918184399605e-05,8.16010870039463e-05,7.366353645920753e-05,7.129088044166565e-05,8.2284529923831e-05,100,7.285457104444504e-05,0,4.0,12.0,1614.0,
predict_proba,onxonnxruntime1,,100,100,True,,100,1,9.379396215081215e-05,0.00029036542400717735,9.759096428751945e-05,0.0001519741490483284,0.00010355068370699882,9.379396215081215e-05,0.0001439505425539071,100,9.956443682312965e-05,0,4.0,12.0,1614.0,
predict,py,,100,100,True,,100,1,1.577194780111313e-05,3.218837082386017e-05,1.618359237909317e-05,2.1663028746843338e-05,1.7962437123060227e-05,1.577194780111313e-05,2.2171698830500986e-05,100,1.773890107870102e-05,0,,,,
predict_proba,py,,100,100,True,,100,1,4.446180537343025e-05,7.382920011878014e-05,4.478497430682182e-05,5.1276758313179016e-05,4.6942154876887796e-05,4.446180537343025e-05,5.280187743562917e-05,100,4.6498142182826996e-05,0,,,,
predict,skl,1.0,1000,100,True,,100,1,0.00010071601718664169,0.00027101906016469,0.00010110903531312943,0.0002201092429459095,0.00011062307748943567,0.00010071601718664169,0.00015957995146666687,100,0.00010327226482331753,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(69  'predict')'.
predict,onxpython_compiled,,1000,100,True,,100,1,0.00028685061261057854,0.00036143697798252106,0.0002871258184313774,0.0003101802431046963,0.0002916782861575484,0.00028685061261057854,0.0003085663379887068,100,0.00028947507962584496,1,4.0,12.0,1614.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(69  'predict')'.
