lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_estimators_.size,fit_estimators_.max|tree_.max_depth,fit_estimators_.n_classes_,fit_estimators_.sum|tree_.leave_count,fit_estimators_.sum|tree_.node_count,fit_estimators_.n_features_,fit_n_classes_,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.node_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.leave_count,fit_validation_score_.shape,fit__predictors.size,fit__predictors.max|tree_.max_depth,fit__predictors.sum|tree_.leave_count,fit__predictors.sum|tree_.node_count,fit_objective,fit_n_targets,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_singular_.shape,fit_intercept_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
ort,2000,rndbin20,-1,ADA,True,5,1,0.010550391860306263,0.010715918615460396,0.010611455701291562,0.010550391860306263,0.010715918615460396,5,0.01056430209428072,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2000,rndbin20,-1,ADA,True,5,1,0.00783413415774703,0.008197556715458632,0.007951467484235763,0.00783413415774703,0.008197556715458632,5,0.007894215639680624,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2000,rndbin20,-1,ADA,True,5,1,0.0107701332308352,0.011039058677852154,0.010870377346873284,0.0107701332308352,0.011039058677852154,5,0.01083181519061327,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2000,rndbin20,-1,ADA,True,5,1,0.010387839283794165,0.010473372880369425,0.01043344559147954,0.010387839283794165,0.010473372880369425,5,0.010439736768603325,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,1.4570101075150888e-05,1.4724134530297306e-05,1.3953967254565214e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5000,rndbin20,-1,ADA,True,5,1,0.027052207849919796,0.027453803922981024,0.02719252686947584,0.027052207849919796,0.027453803922981024,5,0.027165852952748537,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5000,rndbin20,-1,ADA,True,5,1,0.01562164630740881,0.01570479292422533,0.015657731238752602,0.01562164630740881,0.01570479292422533,5,0.015646609012037516,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5000,rndbin20,-1,ADA,True,5,1,0.026302003767341375,0.02650980930775404,0.026393078826367856,0.026302003767341375,0.02650980930775404,5,0.02640270395204425,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5000,rndbin20,-1,ADA,True,5,1,0.025955935940146446,0.026110262144356966,0.026009134855121373,0.025955935940146446,0.026110262144356966,5,0.025992443319410086,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10000,rndbin20,-1,ADA,True,5,1,0.054774085059762,0.05502999387681484,0.05487002031877637,0.054774085059762,0.05502999387681484,5,0.05486610205844045,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10000,rndbin20,-1,ADA,True,5,1,0.028685434255748987,0.028881344944238663,0.028770097251981496,0.028685434255748987,0.028881344944238663,5,0.02875586785376072,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10000,rndbin20,-1,ADA,True,5,1,0.05173607496544719,0.05200374173000455,0.05188202792778611,0.05173607496544719,0.05200374173000455,5,0.051932524889707565,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10000,rndbin20,-1,ADA,True,5,1,0.051400248892605305,0.05158557556569576,0.05152110913768411,0.051400248892605305,0.05158557556569576,5,0.05154191004112363,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20000,rndbin20,-1,ADA,True,5,1,0.11066512297838926,0.11994589772075415,0.11523365452885628,0.11066512297838926,0.11994589772075415,5,0.11519078304991126,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20000,rndbin20,-1,ADA,True,5,1,0.05452627828344703,0.05522808991372585,0.05473526520654559,0.05452627828344703,0.05522808991372585,5,0.05464631598442793,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20000,rndbin20,-1,ADA,True,5,1,0.10357484966516495,0.10506069520488381,0.10426921928301454,0.10357484966516495,0.10506069520488381,5,0.10422261711210012,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20000,rndbin20,-1,ADA,True,5,1,0.10300269909203053,0.10331801231950521,0.10318091940134763,0.10300269909203053,0.10331801231950521,5,0.10315796919167042,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50000,rndbin20,-1,ADA,True,5,1,0.3325345553457737,0.34096607891842723,0.335087388381362,0.3325345553457737,0.34096607891842723,5,0.3333631232380867,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50000,rndbin20,-1,ADA,True,5,1,0.1379483719356358,0.13828612631186843,0.13815547190606595,0.1379483719356358,0.13828612631186843,5,0.13817133102566004,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50000,rndbin20,-1,ADA,True,5,1,0.2686334908939898,0.2705753268674016,0.2694031327031553,0.2686334908939898,0.2705753268674016,5,0.2692421702668071,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50000,rndbin20,-1,ADA,True,5,1,0.2688376847654581,0.27230878733098507,0.2705342578701675,0.2688376847654581,0.27230878733098507,5,0.27057178504765034,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,1.4901006409218098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1,rndbin20,-1,DT,False,5,1,1.4533288776874542e-05,5.5334996432065964e-05,2.4102907627820968e-05,1.4533288776874542e-05,5.496202846235837e-05,5,1.5718862414360046e-05,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,rndbin20,-1,DT,False,5,1,4.652375355362892e-05,9.666383266448975e-05,5.936045199632645e-05,4.652375355362892e-05,9.622992018208144e-05,5,5.153520032763481e-05,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,rndbin20,-1,DT,False,5,1,1.1497177183628082e-05,3.103679046034813e-05,1.5945080667734147e-05,1.1497177183628082e-05,3.083919739008241e-05,5,1.165829598903656e-05,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,rndbin20,-1,DT,False,5,1,5.047302693128586e-06,1.2432225048542023e-05,6.898306310176849e-06,5.047302693128586e-06,1.2362084365401458e-05,5,5.6819990277290344e-06,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,2.5418882472649786e-06,5.60445573682955e-06,1.0443862237252688e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,rndbin20,-1,DT,False,5,1,1.4469027519226074e-05,2.6940833777189255e-05,1.8028169870376586e-05,1.4469027519226074e-05,2.6940833777189255e-05,5,1.569371670484543e-05,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,rndbin20,-1,DT,False,5,1,4.7315843403339386e-05,6.132666021585464e-05,5.1872432231903075e-05,4.7315843403339386e-05,6.132666021585464e-05,5,4.933588206768036e-05,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,rndbin20,-1,DT,False,5,1,1.123826950788498e-05,2.843094989657402e-05,1.5186518430709839e-05,1.123826950788498e-05,2.8241866848364278e-05,5,1.1753756552934647e-05,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,rndbin20,-1,DT,False,5,1,5.09992241859436e-06,1.1487863957881927e-05,6.691738963127136e-06,5.09992241859436e-06,1.1421110199418372e-05,5,5.545560270547867e-06,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,4.547609768223992e-06,6.91046992074007e-06,1.7256806756904552e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,rndbin20,-1,DT,False,5,1,1.4558900147676468e-05,2.7074944227933884e-05,1.7932336777448655e-05,1.4558900147676468e-05,2.7074944227933884e-05,5,1.5598256140947342e-05,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,rndbin20,-1,DT,False,5,1,4.8005953431129456e-05,6.133411079645157e-05,5.238959565758705e-05,4.8005953431129456e-05,6.133411079645157e-05,5,5.0337053835392e-05,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,rndbin20,-1,DT,False,5,1,1.0940246284008026e-05,1.9724015146493912e-05,1.319386065006256e-05,1.0940246284008026e-05,1.9724015146493912e-05,5,1.130206510424614e-05,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,rndbin20,-1,DT,False,5,1,5.3942203521728516e-06,1.1474359780550003e-05,6.797537207603455e-06,5.3942203521728516e-06,1.1405423944092224e-05,5,5.531124770641327e-06,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,7.477474474626433e-06,1.3125005636993592e-05,5.499306013234673e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,rndbin20,-1,DT,False,5,1,1.5278346836566925e-05,2.7521047741174698e-05,1.8626824021339418e-05,1.5278346836566925e-05,2.7521047741174698e-05,5,1.6164034605026245e-05,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,rndbin20,-1,DT,False,5,1,4.876777529716492e-05,6.118882447481155e-05,5.318699404597282e-05,4.876777529716492e-05,6.118882447481155e-05,5,5.135638639330864e-05,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,rndbin20,-1,DT,False,5,1,1.1358875781297684e-05,1.9819941371679306e-05,1.3551022857427596e-05,1.1358875781297684e-05,1.9819941371679306e-05,5,1.1683907359838486e-05,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10,rndbin20,-1,DT,False,5,1,5.455221980810165e-06,1.1777039617300034e-05,6.999168545007706e-06,5.455221980810165e-06,1.1721871454362511e-05,5,5.7141296565532684e-06,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,7.324356391791298e-06,1.3125005636993592e-05,4.129064677727001e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20,rndbin20,-1,DT,False,5,1,1.5697907656431198e-05,2.8304290026426315e-05,1.9345618784427643e-05,1.5697907656431198e-05,2.8304290026426315e-05,5,1.699896529316902e-05,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20,rndbin20,-1,DT,False,5,1,4.743924364447594e-05,7.838383316993713e-05,5.77511265873909e-05,4.743924364447594e-05,7.838383316993713e-05,5,5.2255578339099884e-05,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20,rndbin20,-1,DT,False,5,1,1.3588927686214447e-05,2.5592278689146042e-05,1.6538333147764207e-05,1.3588927686214447e-05,2.5538173250375304e-05,5,1.4179851859807968e-05,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20,rndbin20,-1,DT,False,5,1,7.182825356721878e-06,1.4421064406633377e-05,9.041186422109604e-06,7.182825356721878e-06,1.4394071216223263e-05,5,7.6089054346084595e-06,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,7.129655199378249e-06,7.734056680419599e-06,6.353284788929159e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50,rndbin20,-1,DT,False,5,1,1.8066726624965668e-05,3.0487775802612305e-05,2.1495576947927476e-05,1.8066726624965668e-05,3.0487775802612305e-05,5,1.9041821360588074e-05,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50,rndbin20,-1,DT,False,5,1,4.899827763438225e-05,6.229523569345474e-05,5.390644073486328e-05,4.899827763438225e-05,6.229523569345474e-05,5,5.193566903471947e-05,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50,rndbin20,-1,DT,False,5,1,1.5059951692819595e-05,2.4732667952775955e-05,1.7603766173124315e-05,1.5059951692819595e-05,2.4732667952775955e-05,5,1.5879981219768524e-05,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50,rndbin20,-1,DT,False,5,1,8.630100637674332e-06,1.5712808817625046e-05,1.0364595800638199e-05,8.630100637674332e-06,1.5680438977241786e-05,5,8.839648216962814e-06,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,1.1560555304868102e-05,1.3125005636993592e-05,6.91046992074007e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,100,rndbin20,-1,DT,False,5,1,2.0469073206186295e-05,3.312993794679642e-05,2.3974385112524032e-05,2.0469073206186295e-05,3.312993794679642e-05,5,2.1434854716062546e-05,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,100,rndbin20,-1,DT,False,5,1,5.4005999118089676e-05,6.532901898026466e-05,5.759969353675842e-05,5.4005999118089676e-05,6.532901898026466e-05,5,5.602370947599411e-05,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,100,rndbin20,-1,DT,False,5,1,1.724204048514366e-05,2.7533620595932007e-05,1.9895844161510468e-05,1.724204048514366e-05,2.7533620595932007e-05,5,1.7777085304260254e-05,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,100,rndbin20,-1,DT,False,5,1,1.0942108929157257e-05,1.7931219190359116e-05,1.2706778943538665e-05,1.0942108929157257e-05,1.7909749593372458e-05,5,1.1341646313667297e-05,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,1.1636246892976487e-05,1.2321147664806631e-05,8.896643805655913e-06,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,200,rndbin20,-1,DT,False,5,1,2.604816108942032e-05,3.824010491371155e-05,2.9594358056783677e-05,2.604816108942032e-05,3.824010491371155e-05,5,2.7582980692386627e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,200,rndbin20,-1,DT,False,5,1,5.9818848967552185e-05,7.257889956235886e-05,6.357412785291671e-05,5.9818848967552185e-05,7.257889956235886e-05,5,6.140908226370811e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,200,rndbin20,-1,DT,False,5,1,2.3159198462963104e-05,3.299582749605179e-05,2.5944784283638e-05,2.3159198462963104e-05,3.299582749605179e-05,5,2.4406705051660538e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,200,rndbin20,-1,DT,False,5,1,1.5187077224254608e-05,2.2944994270801544e-05,1.7245300114154816e-05,1.5187077224254608e-05,2.2944994270801544e-05,5,1.5657860785722733e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2803462448118808e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,500,rndbin20,-1,DT,False,5,1,4.406319931149483e-05,5.579274147748947e-05,4.7363154590129855e-05,4.406319931149483e-05,5.579274147748947e-05,5,4.541780799627304e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,500,rndbin20,-1,DT,False,5,1,7.607787847518921e-05,8.83638858795166e-05,7.995199412107468e-05,7.607787847518921e-05,8.83638858795166e-05,5,7.817801088094711e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,500,rndbin20,-1,DT,False,5,1,3.586104139685631e-05,4.515284672379494e-05,3.830175846815109e-05,3.586104139685631e-05,4.5085453669878614e-05,5,3.690691664814949e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,500,rndbin20,-1,DT,False,5,1,2.8384849429130554e-05,3.488827496767044e-05,3.0090473592281343e-05,2.8384849429130554e-05,3.488827496767044e-05,5,2.871314063668251e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,1.2964234042556199e-05,1.3125005636993592e-05,1.2321147664806631e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1000,rndbin20,-1,DT,False,5,1,6.98077492415905e-05,8.35559330880642e-05,7.412256672978401e-05,6.98077492415905e-05,8.35559330880642e-05,5,7.210904732346535e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1000,rndbin20,-1,DT,False,5,1,9.77502204477787e-05,0.00011441018432378769,0.00010371766984462738,9.77502204477787e-05,0.00011441018432378769,5,0.0001010657288134098,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1000,rndbin20,-1,DT,False,5,1,5.751103162765503e-05,7.147528231143951e-05,6.199143826961518e-05,5.751103162765503e-05,7.147528231143951e-05,5,6.014294922351837e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1000,rndbin20,-1,DT,False,5,1,4.879990592598915e-05,5.5421143770217896e-05,5.050376057624817e-05,4.879990592598915e-05,5.538049494731378e-05,5,4.932377487421036e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2000,rndbin20,-1,DT,False,5,1,0.00012201489880681038,0.000146498903632164,0.00013106539845466613,0.00012201489880681038,0.000146498903632164,5,0.00012641819193959236,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2000,rndbin20,-1,DT,False,5,1,0.00014241831377148628,0.00016051996499300003,0.00014882255345582962,0.00014241831377148628,0.00016051996499300003,5,0.00014721369370818138,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,1.3125005636993592e-05,,,,,,,,,[1],20.0,127.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
