N,count,dim,lib,lower,max,max3,mean,median,min,min3,nbnode,number,repeat,upper
1000,20,100,npy,0.050596600864082575,0.05573880625888705,0.05405132193118334,0.0522024342790246,0.05192342889495194,0.050596600864082575,0.05108995921909809,150,10,20,0.054666717179357165
10000,20,100,ort,1.8789223949424922,2.188886208925396,2.1680526970885694,2.0531714633340017,2.086895585525781,1.8789223949424922,1.9047720432281494,150,10,20,2.188886208925396
10000,20,100,npy,1.654907327145338,2.054434236139059,1.9562948909588158,1.8049783617490902,1.7834600119385868,1.654907327145338,1.7473326371982694,150,10,20,1.9909325948317136
1,20,100,ort,0.002248123288154602,0.002690347842872143,0.0023140409030020237,0.002302918629720807,0.0022808120120316744,0.002248123288154602,0.0022637369111180305,200,10,20,0.0024807751562796144
1,20,100,npy,0.0020401999354362488,0.0020900280214846134,0.002086848020553589,0.002064766362309456,0.0020669482182711363,0.0020401999354362488,0.0020468118600547314,200,10,20,0.0020900280214846134
100,20,100,ort,0.011049641761928797,0.012171164155006409,0.0121450899168849,0.011759341228753328,0.012011924060061574,0.011049641761928797,0.011127594858407974,200,10,20,0.012171164155006409
100,20,100,npy,0.007264817599207163,0.00798830110579729,0.007930222898721695,0.007581930770538747,0.007500349543988705,0.007264817599207163,0.007436966057866812,200,10,20,0.00798830110579729
1000,20,100,ort,0.08117489097639918,0.08870014315471053,0.08475707890465856,0.08255969011224806,0.08136359718628228,0.08117489097639918,0.08119949791580439,200,10,20,0.08674351361291181
1000,20,100,npy,0.06364180520176888,0.06799426721408963,0.06727719400078058,0.06501020963769406,0.06416795286349952,0.06364180520176888,0.06377901090309024,200,10,20,0.0676995162362254
10000,20,100,ort,2.1724704005755484,2.617010837420821,2.583567622117698,2.399097165837884,2.387086097849533,2.1724704005755484,2.2258880799636245,200,10,20,2.617010837420821
10000,20,100,npy,2.297629853244871,2.8109221821650863,2.7190512092784047,2.519966711732559,2.5248938084114343,2.297629853244871,2.357089085970074,200,10,20,2.7917358951231392
1,20,100,ort,0.0040890430100262165,0.012603939045220613,0.00481439009308815,0.004796075168997049,0.00422183214686811,0.0040890430100262165,0.004114186856895685,250,10,20,0.00843852678165678
1,20,100,npy,0.00262072728946805,0.00281356880441308,0.0027829399332404137,0.0027260166127234696,0.002743406454101205,0.00262072728946805,0.0026655099354684353,250,10,20,0.00281356880441308
100,20,100,ort,0.014912055805325508,0.023140331730246544,0.020929704885929823,0.016768833762034772,0.016010515158995986,0.014912055805325508,0.015410553198307753,250,10,20,0.02116173904562548
100,20,100,npy,0.009216791950166225,0.011071156244724989,0.010620414279401302,0.009741550195030868,0.009445109870284796,0.009216791950166225,0.009343882091343403,250,10,20,0.01086555124296285
1000,20,100,ort,0.10396613692864776,0.11453461600467563,0.11411591619253159,0.10860747285187244,0.1074152400251478,0.10396613692864776,0.10429981211200356,250,10,20,0.11453461600467563
1000,20,100,npy,0.08126177312806249,0.08892893185839057,0.0874896477907896,0.08373008870985359,0.08238658518530428,0.08126177312806249,0.08160142367705703,250,10,20,0.08875233804527821
10000,20,100,ort,3.267995043478098,3.5951575352810323,3.5591345271095634,3.491404538205825,3.5276100512128323,3.0406977091915905,3.458105856087059,250,10,20,3.5951575352810323
10000,20,100,npy,2.921984039879029,3.522782051935792,3.506929479073733,3.3046778925461693,3.3398355268873274,2.8559986809268594,3.1101805921643972,250,10,20,3.522782051935792
1,20,100,ort,0.005051375832408667,0.011861274018883705,0.01000337116420269,0.007209515175782144,0.006751340115442872,0.005051375832408667,0.005674530752003193,300,10,20,0.010795897772153737
1,20,100,npy,0.003186336252838373,0.0035500270314514637,0.0035411622375249863,0.003412687382660806,0.0034856204874813557,0.003186336252838373,0.0032212650403380394,300,10,20,0.0035500270314514637
100,20,100,ort,0.017738739028573036,0.02788928896188736,0.0231898482888937,0.020515762618742883,0.01892262208275497,0.017738739028573036,0.01859657373279333,300,10,20,0.026262348485103622
100,20,100,npy,0.010945556685328484,0.012275986839085817,0.01208882499486208,0.011380545003339649,0.011193756014108658,0.010945556685328484,0.011108599603176117,300,10,20,0.0121725910440849
1000,20,100,ort,0.13132996577769518,0.13723547011613846,0.1361531112343073,0.13408835001755506,0.13425520109012723,0.13132996577769518,0.1319567640312016,300,10,20,0.13723547011613846
1000,20,100,npy,0.10068234940990806,0.11093600187450647,0.1060908050276339,0.10416219995822758,0.10396715113893151,0.10068234940990806,0.10194633202627301,300,10,20,0.10855598474121136
10000,20,100,ort,3.504886146169156,4.559666967950761,4.42347934609279,4.118570059794001,4.267437926959246,3.504886146169156,3.7246281667612493,300,10,20,4.559666967950761
10000,20,100,npy,3.4704169648447474,4.307294792030007,4.237137218005955,3.987533412873745,4.000460302224383,3.12651410093531,3.8530301628634334,300,10,20,4.307294792030007
1,20,200,ort,0.00018758419901132584,0.000661191064864397,0.00021727336570620537,0.00022244167048484086,0.00019680731929838657,0.00018758419901132584,0.00019314605742692947,1,10,20,0.000420561567757532
1,20,200,npy,2.9428862035274506e-05,4.810607060790062e-05,3.202538937330246e-05,3.179186023771763e-05,3.0709896236658096e-05,2.9428862035274506e-05,3.047008067369461e-05,1,10,20,3.930532092008684e-05
100,20,200,ort,0.0004141000099480152,0.0007889308035373688,0.0004608938470482826,0.0004525990691035986,0.00043274136260151863,0.0004141000099480152,0.0004236409440636635,1,10,20,0.0006062576730237222
100,20,200,npy,0.0001641223207116127,0.00021665962412953377,0.00019658124074339867,0.00018118168227374554,0.0001783559564501047,0.0001641223207116127,0.0001706443727016449,1,10,20,0.0002051914486464651
1000,20,200,ort,0.0026630531065165997,0.004513679072260857,0.0036430498585104942,0.00317734912969172,0.0029920709785073996,0.0026630531065165997,0.0027296748012304306,1,10,20,0.004167312553857163
1000,20,200,npy,0.0023976429365575314,0.0030262847431004047,0.0025866921059787273,0.002515607397072017,0.0024766549468040466,0.0023976429365575314,0.002415117807686329,1,10,20,0.0027821550417821456
10000,20,200,ort,0.061767399311065674,0.08891602186486125,0.08822569623589516,0.07177915996871889,0.0671220519579947,0.061767399311065674,0.06419599009677768,1,10,20,0.08891602186486125
10000,20,200,npy,0.04135844297707081,0.062045922968536615,0.05891758622601628,0.04944180806633085,0.04697709414176643,0.04135844297707081,0.044778558891266584,1,10,20,0.06171972817584116
1,20,200,ort,0.0002032378688454628,0.0005988008342683315,0.00023018987849354744,0.0002315855585038662,0.00020756619051098824,0.0002032378688454628,0.0002044946886599064,2,10,20,0.0003978574095978171
1,20,200,npy,4.2547937482595444e-05,6.477208808064461e-05,5.3756870329380035e-05,4.7303992323577405e-05,4.48285136371851e-05,4.2547937482595444e-05,4.3591950088739395e-05,2,10,20,5.8658264870346264e-05
100,20,200,ort,0.0004948489367961884,0.0009366245940327644,0.0005314946174621582,0.0005403092596679926,0.0005246659275144339,0.0004948489367961884,0.0005025588907301426,2,10,20,0.0007211909034637184
100,20,200,npy,0.0002146707847714424,0.00029408233240246773,0.0002685817889869213,0.00024725638795644047,0.00024222838692367077,0.0002146707847714424,0.00023355009034276009,2,10,20,0.0002849811706067919
1000,20,200,ort,0.0038156649097800255,0.0053707631304860115,0.004049884155392647,0.004053721530362963,0.003999157575890422,0.0038156649097800255,0.003921368159353733,2,10,20,0.004666885724552708
1000,20,200,npy,0.002573023084551096,0.003249978646636009,0.00266190804541111,0.0026561836944893,0.0026303876657038927,0.002573023084551096,0.002591688185930252,2,10,20,0.0029316781224733596
10000,20,200,ort,0.08495368203148246,0.12258175620809197,0.1197823891416192,0.0991069593699649,0.09311072411946952,0.08495368203148246,0.09021225664764643,2,10,20,0.12179019422610236
10000,20,200,npy,0.06444890704005957,0.09068351797759533,0.08798266295343637,0.07237567787524313,0.06959301512688398,0.06444890704005957,0.06761962315067649,2,10,20,0.08760768099976297
1,20,200,ort,0.0002123229205608368,0.0006212182343006134,0.00025508226826786995,0.00024268401321023703,0.00021886848844587803,0.0002123229205608368,0.00021349499002099037,3,10,20,0.0004149956593531602
1,20,200,npy,5.3904950618743896e-05,7.06738792359829e-05,6.461562588810921e-05,5.7946983724832533e-05,5.63361681997776e-05,5.3904950618743896e-05,5.4805073887109756e-05,3,10,20,6.669855417665123e-05
100,20,200,ort,0.0006622360087931156,0.0016393628902733326,0.0007371697574853897,0.0007482422515749931,0.0006918758153915405,0.0006622360087931156,0.0006742840632796288,3,10,20,0.0011563750338909329
100,20,200,npy,0.0003338870592415333,0.0004503987729549408,0.00041553983464837074,0.000385607685893774,0.0003901675809174776,0.0003338870592415333,0.0003553549759089947,3,10,20,0.0004423224667043888
1000,20,200,ort,0.005862286780029535,0.01213612500578165,0.006348468828946352,0.006502749095670879,0.005980812478810549,0.005862286780029535,0.005947859957814217,3,10,20,0.00948842621875411
1000,20,200,npy,0.0032013170421123505,0.004313040990382433,0.003444042056798935,0.003362081036902964,0.003274042857810855,0.0032013170421123505,0.0032261768355965614,3,10,20,0.0038354804174345674
10000,20,200,ort,0.11424768902361393,0.15736927185207605,0.144972437992692,0.12893839902244508,0.12320413161069155,0.11424768902361393,0.117933657951653,3,10,20,0.15358071547214325
10000,20,200,npy,0.08867979003116488,0.1253026621416211,0.11345134675502777,0.10009011265356094,0.09531400632113218,0.08867979003116488,0.09193128533661366,3,10,20,0.12030761894769067
1,20,200,ort,0.000234327744692564,0.0006998516619205475,0.00026645977050065994,0.000269504520110786,0.00024745496921241283,0.000234327744692564,0.00023662205785512924,5,10,20,0.00046404896620218087
1,20,200,npy,7.432280108332634e-05,9.167706593871117e-05,8.537760004401207e-05,7.961196824908256e-05,7.79211986809969e-05,7.432280108332634e-05,7.565366104245186e-05,5,10,20,8.841914619611032e-05
100,20,200,ort,0.0007533649913966656,0.0012489259243011475,0.0008664708584547043,0.000833022384904325,0.0008234644774347544,0.0007533649913966656,0.0007640868425369263,5,10,20,0.001037029396238941
100,20,200,npy,0.00047374283894896507,0.0005766828544437885,0.0005589923821389675,0.0005202341824769973,0.0005158903077244759,0.00047374283894896507,0.0004950538277626038,5,10,20,0.0005739849080449674
1000,20,200,ort,0.007763860281556845,0.015627653803676367,0.008777078706771135,0.009017641469836236,0.008425271837040782,0.007763860281556845,0.008311840705573559,5,10,20,0.01285147901982888
1000,20,200,npy,0.004859503358602524,0.005679008085280657,0.0051583959721028805,0.005052242614328861,0.005034280009567738,0.004859503358602524,0.00488865002989769,5,10,20,0.005389917856526496
10000,20,200,ort,0.16705020610243082,0.20836331928148866,0.20530829206109047,0.19005874928552657,0.1892486137803644,0.16705020610243082,0.17780501395463943,5,10,20,0.20836331928148866
10000,20,200,npy,0.14050191221758723,0.18609517719596624,0.1796873160637915,0.16019250985700637,0.15513524995185435,0.14050191221758723,0.1453091180883348,5,10,20,0.18609517719596624
1,20,200,ort,0.00028960173949599266,0.0007844660431146622,0.0003146640956401825,0.00032528687734156847,0.0002978204283863306,0.00028960173949599266,0.00029200175777077675,10,10,20,0.0005326379058023723
1,20,200,npy,0.00012609222903847694,0.00016244268044829369,0.00014802487567067146,0.00013848473317921162,0.00013632210902869701,0.00012609222903847694,0.00013130111619830132,10,10,20,0.0001556838063720207
100,20,200,ort,0.0011143302544951439,0.0017023198306560516,0.0012077558785676956,0.0011739648645743728,0.0011347648687660694,0.0011143302544951439,0.0011239619925618172,10,10,20,0.0014192723366323436
100,20,200,npy,0.0007121672770958004,0.0007852660492062569,0.0007706289179623127,0.0007492041680961847,0.0007487919647246599,0.0007104640826582909,0.0007322072051465511,10,10,20,0.0007852660492062569
1000,20,200,ort,0.012964176945388317,0.01937155704945326,0.019174405839294195,0.0156351923244074,0.013771331636235118,0.012964176945388317,0.013604709878563881,10,10,20,0.01937155704945326
1000,20,200,npy,0.009239915758371353,0.015467809978872538,0.015006972942501307,0.011688170325942337,0.010672326432541013,0.009239915758371353,0.010328308213502169,10,10,20,0.015209183127631806
10000,20,200,ort,0.3234060136601329,0.3482305482029915,0.3381697009317577,0.3321985616581514,0.3314542220905423,0.3234060136601329,0.32688675494864583,10,10,20,0.3443523943197834
10000,20,200,npy,0.2803391218185425,0.3189622820354998,0.30581430764868855,0.29718913566321137,0.29993007075972855,0.2803391218185425,0.28353054402396083,10,10,20,0.31835615873999173
1,20,200,ort,0.000843399204313755,0.0027131070382893085,0.001135443802922964,0.0010300042806193233,0.0008846460841596127,0.000843399204313755,0.0008671372197568417,50,10,20,0.0018484804557405334
1,20,200,npy,0.0005879499949514866,0.0007469598203897476,0.0007036207243800163,0.0006321576423943043,0.000613250769674778,0.0005879499949514866,0.0005992390215396881,50,10,20,0.0007225736597181444
100,20,200,ort,0.004145078361034393,0.00506420386955142,0.004355206154286861,0.0042595962760969995,0.004187319427728653,0.004145078361034393,0.004164938814938068,50,10,20,0.004651667102632522
100,20,200,npy,0.003107248805463314,0.0037466189824044704,0.003715104889124632,0.0033808728912845254,0.0032595605589449406,0.003107248805463314,0.003134609665721655,50,10,20,0.0037466189824044704
1000,20,200,ort,0.04577092779800296,0.054234828799963,0.05408420506864786,0.04891970355529338,0.04806589847430587,0.04577092779800296,0.04593507805839181,50,10,20,0.054234828799963
1000,20,200,npy,0.03913099505007267,0.05017330776900053,0.04941116226837039,0.0442664138507098,0.04446338978596032,0.03913099505007267,0.041093386709690094,50,10,20,0.05017330776900053
10000,20,200,ort,1.4818746810778975,1.5303491279482841,1.5177685311064124,1.5010197574971245,1.500192411011085,1.4818746810778975,1.4852133318781853,50,10,20,1.5288035736428007
10000,20,200,npy,1.18850413011387,1.6047718692570925,1.4436381738632917,1.3710278116632253,1.4007912040688097,1.18850413011387,1.2104422831907868,50,10,20,1.5743045073613506
1,20,200,ort,0.0014058127999305725,0.004165654070675373,0.0019355001859366894,0.0016924162395298482,0.0014594090171158314,0.0014058127999305725,0.0014233826659619808,100,10,20,0.0029211729779414592
1,20,200,npy,0.0012030666694045067,0.0014078021049499512,0.0013461122289299965,0.001253018225543201,0.0012302519753575325,0.0012030666694045067,0.0012088175863027573,100,10,20,0.001370864661653281
100,20,200,ort,0.009457339067012072,0.011890658177435398,0.01166404178366065,0.010627370141446591,0.010726054199039936,0.009457339067012072,0.009580671787261963,100,10,20,0.011890658177435398
100,20,200,npy,0.006149121094495058,0.007690408267080784,0.007474387995898724,0.006843635067343712,0.006606397917494178,0.006149121094495058,0.0063792341388762,100,10,20,0.007690408267080784
1000,20,200,ort,0.08894639927893877,0.09240730293095112,0.09198918286710978,0.09053686417173594,0.09042719844728708,0.08894639927893877,0.08927253587171435,100,10,20,0.09240730293095112
1000,20,200,npy,0.07775802770629525,0.08176268078386784,0.08116630418226123,0.07966645276173949,0.07948719686828554,0.07775802770629525,0.07832094607874751,100,10,20,0.08176268078386784
10000,20,200,ort,2.4726168499328196,3.1730958851985633,3.1621014126576483,2.9307583427522332,3.027919471031055,2.4726168499328196,2.5275143762119114,100,10,20,3.1730958851985633
10000,20,200,npy,2.7738482048735023,3.1032497440464795,2.990517388097942,2.8943127922015264,2.8930153937544674,2.7738482048735023,2.797081859782338,100,10,20,3.0570602007869803
1,20,200,ort,0.0018047327175736427,0.00410052016377449,0.0019268039613962173,0.0019914401462301614,0.0018750482704490423,0.0018047327175736427,0.001844635233283043,150,10,20,0.0029433048374985548
1,20,200,npy,0.001798250712454319,0.002066308632493019,0.0020613698288798332,0.0019370112102478742,0.0019377663265913725,0.001798250712454319,0.0018142410553991795,150,10,20,0.002066308632493019
100,20,200,ort,0.015418066177517176,0.01985360123217106,0.019568679854273796,0.017405446339398622,0.016619247384369373,0.015418066177517176,0.01557745411992073,150,10,20,0.01985360123217106
100,20,200,npy,0.009512183256447315,0.011921036057174206,0.011827412992715836,0.010757732251659036,0.010895428247749805,0.009512183256447315,0.009699349291622639,150,10,20,0.011921036057174206
1000,20,200,ort,0.12255086516961455,0.2909445483237505,0.2217399999499321,0.15498688626103102,0.1340732539538294,0.12255086516961455,0.12838635873049498,150,10,20,0.24170604544601493
1000,20,200,npy,0.10092715406790376,0.32275297585874796,0.11308816075325012,0.12265019798651337,0.10703415446914732,0.10092715406790376,0.10500487359240651,150,10,20,0.22365275698709797
10000,20,200,ort,2.8976946128991727,4.52848299080506,4.431165948975831,3.992992202565074,4.329904366284609,2.449694632086903,3.633761002216488,150,10,20,4.52848299080506
10000,20,200,npy,4.098651692271233,4.618616674095392,4.343579686246812,4.269810302206315,4.254826406482607,4.098651692271233,4.1526379231363535,150,10,20,4.514265576983328
1,20,200,ort,0.002671611960977316,0.0064827208407223225,0.005209268070757389,0.003431998239830136,0.0027842603158205748,0.002671611960977316,0.0027144919149577618,200,10,20,0.005623426526891741
1,20,200,npy,0.0027185389772057533,0.002904249355196953,0.00285729905590415,0.0028031870955601335,0.002791521605104208,0.0027185389772057533,0.002759602852165699,200,10,20,0.0028985473744258237
100,20,200,ort,0.020455452147871256,0.026728640776127577,0.026019677985459566,0.023204114637337625,0.021513522369787097,0.020455452147871256,0.020815206691622734,200,10,20,0.026728640776127577
100,20,200,npy,0.012313935905694962,0.015773023013025522,0.015364560764282942,0.014032975072041154,0.014509782660752535,0.012313935905694962,0.012669777031987906,200,10,20,0.015773023013025522
1000,20,200,ort,0.16638521011918783,0.26031293626874685,0.1901598498225212,0.18288412522524594,0.17680185660719872,0.16638521011918783,0.16972990706562996,200,10,20,0.2253871406914083
1000,20,200,npy,0.14039077376946807,0.15868113888427615,0.15636943094432354,0.1504398339893669,0.15185475093312562,0.14039077376946807,0.14270198298618197,200,10,20,0.15868113888427615
10000,20,200,ort,5.3395045287246425,7.124025861267,6.736539694946259,6.290085515449755,6.326584212947637,5.2051825020462275,6.089405855163932,200,10,20,7.124025861267
10000,20,200,npy,5.1368115361023365,6.2756138001568615,5.962218823842704,5.7041642120108005,5.718464715639129,4.974907053168863,5.580656209029257,200,10,20,6.271516887919264
1,20,200,ort,0.003187072928994894,0.00787968235090375,0.00485674012452364,0.003845224459655583,0.003328396240249276,0.003187072928994894,0.003220105078071356,250,10,20,0.00604452648013018
1,20,200,npy,0.003017152231410528,0.003086425829678774,0.0030821599066257477,0.003055841964669526,0.003058949951082468,0.0030148597434163094,0.003037604968994856,250,10,20,0.003086425829678774
100,20,200,ort,0.025038012769073248,0.03247153479605913,0.02725474489852786,0.02633599585387856,0.025605657137930393,0.025038012769073248,0.025254767388105392,250,10,20,0.029625397735275314
100,20,200,npy,0.015191223006695509,0.016099235974252224,0.015887404792010784,0.015522998687811197,0.015447239158675075,0.015191223006695509,0.015348856803029776,250,10,20,0.01598239534144402
1000,20,200,ort,0.19592187087982893,0.24653750332072377,0.21543332189321518,0.2050336560001597,0.2011034374590963,0.19592187087982893,0.1965441033244133,250,10,20,0.22796805347353463
1000,20,200,npy,0.16551924915984273,0.1991353859193623,0.17620381992310286,0.17264895937405528,0.17231755424290895,0.16551924915984273,0.16739143710583448,250,10,20,0.18626444704103762
10000,20,200,ort,6.867865632472432,7.543580898083746,7.500782623887062,7.340683615300804,7.401584489038214,6.374629154801369,7.279537387192249,250,10,20,7.543580898083746
10000,20,200,npy,6.556879855648463,8.020050143823028,7.714868657756597,7.28471557139419,7.25919153704308,6.1590540637262166,7.128762820735574,250,10,20,8.012551287139917
1,20,200,ort,0.006262734066694975,0.01618027873337269,0.014434038661420345,0.010990089271217585,0.011194779071956873,0.006262734066694975,0.007577361073344946,300,10,20,0.01618027873337269
1,20,200,npy,0.0036322398110134086,0.004090781323611736,0.004087452311068773,0.00395549344830215,0.004038769286125898,0.003553675953298807,0.0038262722082436085,300,10,20,0.004090781323611736
100,20,200,ort,0.033889420841196075,0.04357442865148187,0.04272084916010499,0.039678304363042115,0.04003378446213901,0.03331470210105181,0.036869200412184,300,10,20,0.04357442865148187
100,20,200,npy,0.02120980992913246,0.02581721916794777,0.024763609282672405,0.023363024811260402,0.02315305476076901,0.02120980992913246,0.022319068666547537,300,10,20,0.025634149415584156
1000,20,200,ort,0.27089356491342187,0.27639224100857973,0.2756459810771048,0.2730454597622156,0.2728601605631411,0.27089356491342187,0.2711838008835912,300,10,20,0.2763784273568138
1000,20,200,npy,0.2232949766330421,0.2300368337891996,0.22923540836200118,0.22558153225108982,0.2251299968920648,0.2232949766330421,0.22391067631542683,300,10,20,0.229430894836774
10000,20,200,ort,7.628412349149585,9.512485714163631,9.503201736137271,8.85071679232642,9.081505643436685,7.628412349149585,8.005888954270631,300,10,20,9.512485714163631
10000,20,200,npy,8.770983370952308,9.462475773878396,9.397802029270679,9.038131573982536,9.008443887578323,8.770983370952308,8.864815328270197,300,10,20,9.421199364661828
