_model,onnxrt_time,onnxrt_std,input_size,original_time,original_std,nb_estimators,nb_onnx_nodes,_tested,onnxruntime,numpy-version,onnx-version,onnxruntime-version,stderr,ratio,ratio_nodes,CPU,CPUI
SklearnMRgExtraTreeRegressor,1.2566732242703434e-05,6.143357418322369e-07,120.0,4.107469622977078e-05,1.1716897083587118e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.3059482697669986,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMRgExtraTreesRegressor,1.2718835845589635e-05,5.93341077360026e-07,120.0,0.0004004139294847846,1.3705754732239465e-05,6,1,True,True,1.17.4,1.6.34,1.0.991,,0.03176421924670565,0.16666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMRgRandomForestRegressor,1.319857593625784e-05,9.895378162820308e-07,120.0,0.0003919201246462762,7.6071569927911945e-06,6,1,True,True,1.17.4,1.6.34,1.0.991,,0.033676698659376295,0.16666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMaxAbsScaler,1.1376570444554089e-05,7.695532224241018e-07,124.0,3.736017341725528e-05,9.310692411818024e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.3045106433927759,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMcSVCPF,2.196721895597875e-05,5.590326645556121e-07,124.0,7.506604818627237e-05,1.157242177828953e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.2926385428132339,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMcSVCPF4,2.9951135860756044e-05,7.876014875133248e-07,124.0,5.766691383905709e-05,9.373972238453244e-07,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.5193816326697633,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMcSVCPFBTF,2.209332212805748e-05,5.805212035040301e-07,124.0,7.480187038891017e-05,1.1662230507951868e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.29535788360892307,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclBernoulliNB,0.0005277454210445285,3.2625360649303412e-06,512.0,0.00017353201285004617,4.579397574971458e-06,1,22,True,True,1.17.4,1.6.34,1.0.991,,3.0411992137760078,22.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclBernoulliNBInt-Dec4,0.0005578239916358143,3.415953088240812e-06,912.0,0.00017531159124337136,3.829110851261342e-06,1,23,True,True,1.17.4,1.6.34,1.0.991,,3.181900225076566,23.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclBernoulliNBParams,0.0005290441033430396,7.243214938646014e-06,512.0,0.00017320393957197667,3.307392711694965e-06,1,22,True,True,1.17.4,1.6.34,1.0.991,,3.054457679487076,22.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclComplementNB-Dec4,0.00045285414322279407,3.7478187922079317e-06,512.0,0.00010517591261304916,2.241064158097819e-06,1,12,True,True,1.17.4,1.6.34,1.0.991,,4.305683040649067,12.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclComplementNBInt-Dec4,0.0005804137974046171,3.057647048004085e-06,912.0,0.00010536795086227356,2.6084846076535247e-06,1,13,True,True,1.17.4,1.6.34,1.0.991,,5.508447233288952,13.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclDecisionTreeClassifier,1.8802465638145806e-05,6.325088620366464e-07,120.0,6.34311034809798e-05,1.2302305828243003e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.2964234359218398,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclExtraTreeClassifier,1.884661614894867e-05,6.662415417513029e-07,120.0,6.341785099357367e-05,1.29591730103446e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.2971815640813571,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclExtraTreesClassifier,2.0184048451483248e-05,1.5658118908547217e-06,120.0,0.0004717618429567665,1.24890488061762e-05,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.04278440224198668,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclGaussianMixture,4.22113190870732e-05,8.90476764914918e-07,128.0,0.000164430673699826,2.219314831473306e-06,1,11,True,True,1.17.4,1.6.34,1.0.991,,0.256711951227126,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclGaussianNB,0.0006239066494163125,3.3552760067247725e-06,512.0,0.00028499565389938653,3.561641059590409e-06,1,19,True,True,1.17.4,1.6.34,1.0.991,,2.189179522143076,19.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclGaussianNBInt-Dec4,0.0008012285705190152,1.0259557827036048e-05,912.0,0.00032958882371895016,3.379166599484855e-06,1,20,True,True,1.17.4,1.6.34,1.0.991,,2.4309943567814845,20.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclGradientBoostingClassifier,2.3092182353138925e-05,9.77707402848115e-07,120.0,0.00023888267925940455,4.897273549072448e-06,2,3,True,True,1.17.4,1.6.34,1.0.991,,0.09666746213970141,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclMultinomialNB-Dec4,0.0005495958623941987,2.5636597606135003e-06,512.0,0.00010819138376973571,2.6018729568596103e-06,1,13,True,True,1.17.4,1.6.34,1.0.991,,5.079848720337162,13.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclMultinomialNBInt-Dec4,0.0005804424344096332,3.55683573470498e-06,912.0,0.00010882285470142961,2.767502692771984e-06,1,14,True,True,1.17.4,1.6.34,1.0.991,,5.333828413178063,14.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclMultinomialNBParams-Dec4,0.0005497485224623234,4.453845882843236e-06,512.0,0.00010812733601778744,2.3741672717149645e-06,1,13,True,True,1.17.4,1.6.34,1.0.991,,5.084269553925635,13.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclNuSVCPF-Dec2,2.0272044464945792e-05,7.003067468827015e-07,124.0,7.45803073514253e-05,1.5092356227265943e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.27181497616285133,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclNuSVCPT,2.879319246858359e-05,8.825582898713423e-07,124.0,5.69905077572912e-05,1.038107840370934e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.5052278634050225,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclOneVsRestClassifier,3.5724830115213987e-05,1.9523887124575387e-06,120.0,0.00025801883079111575,7.775930292998649e-06,6,18,True,True,1.17.4,1.6.34,1.0.991,,0.1384582280513306,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclOneVsRestClassifierF2,3.509025927633047e-05,9.364346209174332e-07,120.0,0.0002666908446699381,1.6692036235992662e-06,6,18,True,True,1.17.4,1.6.34,1.0.991,,0.13157654256845178,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclOneVsRestClassifierString,7.329924311488867e-05,0.00016217495028900892,120.0,0.0005222986650187521,0.0003691273705092302,6,16,True,True,1.17.4,1.6.34,1.0.991,,0.14033970987128028,2.6666666666666665,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclRandomForestClassifier,2.0330745726823808e-05,9.724362819316795e-07,120.0,0.0004926514981780201,1.6063278851986754e-05,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.04126800751040703,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclSVCLinearPF-Dec4,1.690198853611946e-05,5.744706376130938e-07,124.0,7.349219406023622e-05,1.302388240695999e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.22998345269520906,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclSVCLinearPT-Dec4,1.677117822691798e-05,5.986680144470784e-07,124.0,7.364538847468793e-05,1.7378574304388974e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.2277288310140732,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclVotingClassifierHard,4.218573053367436e-05,1.3524125526289418e-06,120.0,0.0002904164409264922,4.5599090765841276e-05,8,22,True,True,1.17.4,1.6.34,1.0.991,,0.14525944329836363,2.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclVotingClassifierSoft,3.621848975308239e-05,3.4398054166566054e-05,120.0,0.00020489917928352951,8.756468610226863e-06,8,12,True,True,1.17.4,1.6.34,1.0.991,,0.17676249304525035,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclVotingClassifierWeighted42Soft,3.9177042199298744e-05,1.0208399467563791e-06,120.0,0.00044379818462766707,1.0593318510072741e-05,14,20,True,True,1.17.4,1.6.34,1.0.991,,0.08827670674716047,1.4285714285714286,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclVotingClassifierWeighted4Soft,3.863058192655445e-05,1.094720791606986e-06,120.0,0.0005033844453282653,0.0002199509543015433,14,20,True,True,1.17.4,1.6.34,1.0.991,,0.07674170762539714,1.4285714285714286,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclVotingClassifierWeightedHard,4.2453770525753494e-05,1.3450137984800177e-06,120.0,0.00037713409611023966,0.0002712461458171693,8,22,True,True,1.17.4,1.6.34,1.0.991,,0.11256943077706737,2.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMclVotingClassifierWeightedSoft,3.0287693487480284e-05,1.2833021123453837e-06,120.0,0.0003911643526516855,0.0003052718993005753,8,14,True,True,1.17.4,1.6.34,1.0.991,,0.07742958498687667,1.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMinMaxScaler,1.121005811728537e-05,4.3599613519845066e-07,124.0,3.923239721916616e-05,9.584891239867098e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.28573472211402196,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMultiTaskElasticNet-Dec4,4.702069098129868e-05,8.825635011303065e-07,152.0,4.7304278472438454e-05,7.405920175561952e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.9940050350560784,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMultiTaskElasticNetCV-Dec4,4.7152427025139335e-05,9.79109876329609e-07,152.0,4.293595859780908e-05,9.755604342114049e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,1.0982036634334142,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMultiTaskLasso-Dec4,4.6904463553801176e-05,1.2137420799209569e-06,152.0,4.750837059691548e-05,1.1254776866991459e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.9872884075895141,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMultiTaskLassoCV-Dec4,4.713819036260247e-05,1.3052248246709234e-06,152.0,4.349635681137441e-05,1.0976369862181601e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,1.0837273238083176,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnNormalizerL2-SkipDim1,1.1290326714515688e-05,5.490706046489387e-07,124.0,7.615897501818835e-05,1.1104772464205252e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.148246831208263,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnNuSVRInt-Dec4,0.0030345415940973906,2.547337372614629e-05,192.0,6.153646670281889e-05,2.34336979015916e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,49.31289943493592,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOVRClassificationFloat,0.0011568910900969056,0.0003802691458656871,512.0,0.0005826275215949862,0.00034776282657080534,8,24,True,True,1.17.4,1.6.34,1.0.991,,1.9856444249832725,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOVRClassificationInt,0.0010672454852610827,3.423656743591137e-05,912.0,0.0004317827057093382,3.377526959130288e-05,8,24,True,True,1.17.4,1.6.34,1.0.991,,2.471718925165838,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOVRRegressionFloat-Out0,,,,,,13,19,True,,1.17.4,1.6.34,1.0.991,Model '/var/lib/jenkins/workspace/_benchmarks/_benchmarks_ORT_UNIT_37_std/onnx/onnxruntime-skl2onnx/SklearnOVRRegressionFloat-Out0.model.onnx' has discrepencies.,,1.4615384615384615,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOVRRegressionInt-Out0,0.0017072845387738195,7.70210536864524e-05,912.0,0.0005472006411291659,1.7444914845009976e-05,13,29,True,True,1.17.4,1.6.34,1.0.991,,3.1200338787081527,2.230769230769231,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneDecisionTreeClassifier,1.6332286875694988e-05,6.247842766456764e-07,120.0,6.35210785549134e-05,1.1443969220651077e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.25711601955209046,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneExtraTreeClassifier,1.644652709364891e-05,5.312656615334989e-07,120.0,6.387002882547677e-05,1.4522738170887663e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.257499916566323,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneExtraTreesClassifier,3.5305218771100046e-05,0.00011702901154114707,120.0,0.0005059561403468251,0.00015534413031195057,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.06977920802957123,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderCatDense-SkipDim1,1.7595871118828656e-05,5.82382147523903e-07,136.0,0.0005204325281083584,3.227715333770906e-06,1,11,True,True,1.17.4,1.6.34,1.0.991,,0.033810090969496526,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderCatSparse-SkipDim1,1.7360950587317347e-05,6.97733887044859e-07,136.0,0.0005111025227233769,3.224300286432418e-06,1,11,True,True,1.17.4,1.6.34,1.0.991,,0.03396764800692166,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderInt32-SkipDim1,1.7447684891521932e-05,8.656565568680807e-07,124.0,0.0005090345537755638,5.33326302301525e-06,1,11,True,True,1.17.4,1.6.34,1.0.991,,0.034276032465989946,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderInt32Scaler-SkipDim1,1.8097371328622103e-05,6.76798466597985e-07,124.0,0.0005748788549099118,3.2973126323916386e-06,3,12,True,True,1.17.4,1.6.34,1.0.991,,0.03148032176528411,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderInt64-SkipDim1,1.7133645946159954e-05,4.929357318234495e-07,136.0,0.0005095394186209887,6.1181306990880165e-06,1,11,True,True,1.17.4,1.6.34,1.0.991,,0.033625751649460696,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderIntDrop,1.7482621129602192e-05,8.377836169810722e-07,136.0,0.0005233520951587707,2.9111697246673388e-06,1,11,True,True,1.17.4,1.6.34,1.0.991,,0.03340508482018868,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderIntDropFirst,1.7889901529997588e-05,5.988675219020103e-07,136.0,0.0005232898145914078,3.7205616627199683e-06,1,12,True,True,1.17.4,1.6.34,1.0.991,,0.034187368129773896,12.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderMixedStringIntDrop,1.973350904881954e-05,6.144435378851118e-07,72.0,0.0004161056438460946,2.957750820872089e-06,1,8,True,True,1.17.4,1.6.34,1.0.991,,0.04742427636025623,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderOneStringCat,1.629553735256195e-05,9.754149492280642e-07,80.0,0.0003045095407869667,3.2220610642942493e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.05351404527571839,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderStringDropFirst,1.6516834730282426e-05,6.03663364058201e-07,72.0,0.0003685941204894334,2.734459770909233e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.04481035863608117,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneHotEncoderTwoStringCat,1.606017746962607e-05,6.117699855538835e-07,80.0,0.00030485279485583305,3.76869181657146e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.05268174588073249,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOneRandomForestClassifier,1.7272015102207662e-05,1.1340763896655704e-06,120.0,0.0005286073388997464,0.0001665356198383975,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.03267456546887519,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrdinalEncoderCatList,,,,,,1,11,True,,1.17.4,1.6.34,1.0.991,,,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrdinalEncoderInt64-SkipDim1,,,,,,1,11,True,,1.17.4,1.6.34,1.0.991,,,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrdinalEncoderMixedStringIntDrop,2.54412111826241e-05,9.15906057698778e-07,72.0,0.00020875831763260064,2.3862971472536976e-06,1,13,True,True,1.17.4,1.6.34,1.0.991,,0.1218692096733543,13.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrdinalEncoderOneStringCat,1.657056831754744e-05,1.028747959918187e-06,80.0,0.00012255911296233534,5.2459985507373255e-06,1,5,True,True,1.17.4,1.6.34,1.0.991,,0.13520470177227767,5.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrdinalEncoderTwoStringCat,1.75494987051934e-05,9.95722917768741e-07,80.0,0.00012604180257767443,5.481720475155494e-06,1,5,True,True,1.17.4,1.6.34,1.0.991,,0.13923554206850033,5.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrthogonalMatchingPursuit-Dec4,3.161361254751682e-05,3.989998584489145e-07,152.0,4.202979221008718e-05,4.270560591953864e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.752171516563661,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnOrthogonalMatchingPursuitCV-Dec4,3.201640723273158e-05,1.087583739684203e-06,152.0,4.2684177402406926e-05,4.5140952626363886e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7500767071342507,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPCADefault,2.4172148434445265e-05,7.123041883884271e-07,152.0,4.100371082313359e-05,9.555233052170477e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.5895112405486909,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPCADefaultIntRandomised,0.0003685432206839323,0.001421006445702617,624.0,4.615162569098175e-05,1.7052476831763436e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,7.985487296841797,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPCAParametersArpack,4.73438932094723e-05,0.00013397294006548834,152.0,8.275885996408761e-05,0.000157895032307025,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.5720703889591605,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPCAParametersAuto,2.6959497947245835e-05,7.327089012270238e-07,152.0,4.895472479984165e-05,8.567774188398856e-07,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.5507026759413637,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPCAParametersFull,2.5902149034664035e-05,8.079884566019409e-07,152.0,4.9115407047793265e-05,9.435970285961931e-07,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.5273731928854656,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPLSRegression,1.7223590984940528e-05,5.904631293583862e-07,124.0,5.127659114077688e-05,9.21620931242582e-07,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.33589578795622677,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPLSRegression64,1.830911124125123e-05,6.438220278853675e-07,136.0,4.842977994121611e-05,8.434836765543436e-07,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.37805480973638045,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPLSRegressionInt64,1.768454327248037e-05,7.156204950952113e-07,136.0,4.940546723082662e-05,1.0329690695782931e-06,1,5,True,True,1.17.4,1.6.34,1.0.991,,0.357947090953652,5.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPassiveAggressiveClassifierBinary-Out0,0.00023059611627832056,1.89137830618704e-06,512.0,5.0320817157626144e-05,7.991086993126502e-07,1,10,True,True,1.17.4,1.6.34,1.0.991,,4.582519309175678,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPassiveAggressiveClassifierBinaryInt-Out0,0.0003761681423056871,0.00017616236487137487,912.0,9.214349649846554e-05,0.0001848141716307292,1,11,True,True,1.17.4,1.6.34,1.0.991,,4.082416628415565,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPassiveAggressiveClassifierMulti-Out0,0.0005097461529076099,1.0586252300697478e-05,512.0,4.7514101723209025e-05,1.777445481545904e-06,1,9,True,True,1.17.4,1.6.34,1.0.991,,10.728312951744519,9.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPassiveAggressiveClassifierMultiInt-Out0,0.0005355673760641367,3.244449628354195e-06,912.0,4.782522819004953e-05,1.408788558536689e-06,1,10,True,True,1.17.4,1.6.34,1.0.991,,11.198428033335894,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPassiveAggressiveRegressor-Dec4,3.3777554985135795e-05,1.2137411104930824e-06,152.0,4.470820957794786e-05,4.414384419396799e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7555112428791252,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPerceptronClassifierBinary-Out0,0.0004968812335282563,0.0003424310117728241,512.0,9.885552455671132e-05,0.00019046656940320704,1,10,True,True,1.17.4,1.6.34,1.0.991,,5.026337534056643,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPerceptronClassifierBinaryInt-Out0,0.0005394823122769594,0.0004301195962041407,912.0,6.471072137355804e-05,0.0001097223549645362,1,11,True,True,1.17.4,1.6.34,1.0.991,,8.336830448275633,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPerceptronClassifierMulti-Out0,0.00049583576223813,1.3613154755933655e-05,512.0,4.8195289215072994e-05,1.631671826540947e-06,1,9,True,True,1.17.4,1.6.34,1.0.991,,10.28805450311642,9.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPerceptronClassifierMultiInt-Out0,0.000519428888335824,5.0492891075740635e-06,912.0,4.9054689705371864e-05,4.078666309969592e-06,1,10,True,True,1.17.4,1.6.34,1.0.991,,10.58877125623613,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineCTPipelineImputerScalerLR,2.093034563586116e-05,8.452941672215688e-07,120.0,0.0006609157409984617,7.81902838899303e-06,15,11,True,True,1.17.4,1.6.34,1.0.991,,0.03166870500654315,0.7333333333333333,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineColumnTransformerPipeliner,4.111848818138242e-05,8.153101987419074e-07,338.0,0.002611660406459123,9.300595854713508e-05,15,14,True,True,1.17.4,1.6.34,1.0.991,,0.0157441940306208,0.9333333333333333,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelinePcaPipelineMinMax,1.567658339627087e-05,5.243235220999952e-07,120.0,8.922206307761371e-05,1.3386817039623705e-06,4,3,True,True,1.17.4,1.6.34,1.0.991,,0.1757029915642492,0.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelinePcaPipelineMinMaxLogReg,2.1965492283925413e-05,7.359985025807394e-07,120.0,0.00017826584610156716,1.988937798152936e-06,5,7,True,True,1.17.4,1.6.34,1.0.991,,0.12321761439042311,1.4,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelinePcaPipelineMinMaxNB2,3.138282522559166e-05,9.213266546161651e-07,124.0,0.0002175963767804205,2.671581126670804e-06,5,16,True,True,1.17.4,1.6.34,1.0.991,,0.1442249438613608,3.2,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelinePcaPipelineMinMaxNBNone,3.0722838826477525e-05,7.815141160358146e-07,120.0,0.00021431269380263986,2.5009821047432487e-06,5,16,True,True,1.17.4,1.6.34,1.0.991,,0.1433551988048367,3.2,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineScaler,1.1712087551131845e-05,5.608387364290561e-07,120.0,8.676466136239468e-05,1.2294884785457607e-06,3,2,True,True,1.17.4,1.6.34,1.0.991,,0.1349868410390416,0.6666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineScaler11,1.7122203018516298e-05,6.630681813907237e-07,240.0,9.766634809784593e-05,1.108261296874495e-06,0,3,True,True,1.17.4,1.6.34,1.0.991,,0.1753132307287932,inf,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineScaler11Union,1.8511257832869888e-05,6.130986327368795e-07,240.0,0.00032628011610358955,7.826551669790246e-06,0,5,True,True,1.17.4,1.6.34,1.0.991,,0.056734250477564536,inf,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineScalerCustomClassifier,3.0245988396927715e-05,3.3841102261510037e-07,120.0,0.00012668160698376597,3.552775397818149e-06,5,3,True,True,1.17.4,1.6.34,1.0.991,,0.23875595768850394,0.6,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineScalerCustomClassifier2,2.8940856223925952e-05,8.908572209993202e-07,120.0,0.00012423673388548196,3.2427089356495788e-06,5,3,True,True,1.17.4,1.6.34,1.0.991,,0.23294926805306107,0.6,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
