_model,onnxrt_time,onnxrt_std,input_size,original_time,original_std,nb_estimators,nb_onnx_nodes,_tested,onnxruntime,numpy-version,onnx-version,onnxruntime-version,stderr,ratio,ratio_nodes,CPU,CPUI
SklearnTfidfTransformL2Smooth,1.1491601122543214e-05,5.499482977146424e-07,184.0,0.00032877897191792727,2.507633182547095e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.0349523604125505,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformSmooth,1.1138007743284106e-05,5.279189057177404e-07,184.0,0.0002934788935817778,3.2453636623421848e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.03795164826795459,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11-OneOff-SklCol,5.305945128202439e-05,1.1735104882176657e-06,260.0,0.00030761555326171223,2.836716684038064e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.1724862436876936,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11Char-OneOff-SklCol,5.3634295705705875e-05,1.882200672795454e-06,260.0,0.00031707874312996863,4.051453191211405e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.16915134447761296,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11CharW2-OneOff-SklCol,6.0952250380069015e-05,4.040321888763849e-06,264.0,0.0003281263343524188,1.3488640455513808e-05,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.18575848384849306,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11CustomTokenizer-OneOff-SklCol,4.810650972649455e-05,1.191364949726926e-06,144.0,9.281855286099016e-05,1.3787299503540285e-06,0,5,True,True,1.17.4,1.6.34,1.0.991,,0.5182854962039899,inf,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11EmptyString-OneOff-SklCol,4.744143690913916e-05,1.039280433105138e-06,260.0,0.0003083613596390933,2.56756018266289e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.1538501353239093,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11EmptyStringRegex-OneOff-SklCol,4.737729323096573e-05,8.970087515499649e-07,260.0,0.0003075694178696722,2.8899402857384535e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.15403772442369784,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11EmptyStringSepCase1-OneOff-SklCol,4.975550505332649e-05,1.0604064166686097e-06,260.0,0.00030800935556180774,2.768172616548256e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.1615389407979919,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11NoL-OneOff-SklCol,2.1023445297032597e-05,5.953101142820518e-07,260.0,0.0003060812333133072,3.5871916828472047e-06,2,5,True,True,1.17.4,1.6.34,1.0.991,,0.06868583568308101,2.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11OutVocab-OneOff-SklCol,5.38480079267174e-05,1.1952900374494897e-06,288.0,0.0003084798713680357,2.3842374367065566e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17455922711557856,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11OutVocabRegex-OneOff-SklCol,5.4386023897677664e-05,1.3309875886334569e-06,288.0,0.0003071442311629653,2.571551277651489e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17706998334870694,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11ParenthesisClass-OneOff-SklCol,5.898101115599274e-05,1.0083773374899e-06,260.0,0.00030858936812728637,3.5341499218458923e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.19113105391130766,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11ParenthesisClassRegex-OneOff-SklCol,5.94034402165562e-05,1.024677971714612e-06,260.0,0.00030788688454777005,2.9765055770647493e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.19293917083804682,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11ParenthesisId-OneOff-SklCol,5.8586860308423646e-05,1.0481614594205455e-06,260.0,0.00030554237659089265,2.1398980775467904e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.19174708582851926,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11ParenthesisIdRegex-OneOff-SklCol,5.8787542628124364e-05,1.0082937108184947e-06,260.0,0.00030578601779416203,2.610124775435801e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.1922505909596456,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11Regex-OneOff-SklCol,5.357297672890127e-05,9.893128424560355e-07,260.0,0.00030960555328056217,2.957983320123516e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17303622677708838,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer11Regex4-OneOff-SklCol,5.437781265936792e-05,1.1643572323439954e-06,260.0,0.0003064131021965295,3.2550941790395113e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17746569017303532,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12Char-OneOff-SklCol,8.008542750030755e-05,0.00016885629928627734,260.0,0.00032359987846575683,3.0717520086044837e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.2474828726141878,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12L1Char-OneOff-SklCol,5.460627935826778e-05,1.555873930408771e-06,260.0,0.000366656128084287,1.1019801298784426e-05,2,8,True,True,1.17.4,1.6.34,1.0.991,,0.1489304969306687,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12L1Regex-OneOff-SklCol,5.492804362438619e-05,9.96822587738965e-07,260.0,0.00035350710409693417,3.5940376592153778e-06,2,8,True,True,1.17.4,1.6.34,1.0.991,,0.15538031057312082,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12L2Regex-OneOff-SklCol,5.461630504578352e-05,1.0013203115947365e-06,260.0,0.00035381738492287697,3.3098919336510657e-06,2,8,True,True,1.17.4,1.6.34,1.0.991,,0.15436297755037803,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12Regex-OneOff-SklCol,5.413068272173405e-05,1.0619413314390164e-06,260.0,0.00031486516003496944,2.2064191479912342e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17191702859637506,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12SRegex-OneOff-SklCol,5.2291726460680373e-05,9.362474055520337e-07,144.0,0.00030755642498843367,2.50311872235824e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17002319643508315,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer12Wngram-OneOff-SklCol,5.267023481428623e-05,9.542173524601385e-07,144.0,0.0003394296115729958,2.554107969188651e-06,2,8,True,True,1.17.4,1.6.34,1.0.991,,0.15517277520426137,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer13-OneOff-SklCol,5.4266938474029295e-05,1.013083881060566e-06,260.0,0.00031975479843094945,2.961031410643418e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.16971422709000614,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer13Regex-OneOff-SklCol,5.4420506814494734e-05,1.0608463031814224e-06,260.0,0.0003177338985260576,2.707106767938606e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.17127699331719767,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer22-OneOff-SklCol,5.332788079977035e-05,1.085562921000726e-06,260.0,0.00031380743090994655,2.5674726766048056e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.16993823455721122,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer22L1-OneOff-SklCol,5.440311273559928e-05,9.763321228173372e-07,260.0,0.00035307449754327534,2.852855801819532e-06,2,8,True,True,1.17.4,1.6.34,1.0.991,,0.1540839486118117,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer22L2-OneOff-SklCol,5.4858926218003027e-05,1.0428055091080346e-06,260.0,0.0003532630216795951,3.538815709952241e-06,2,8,True,True,1.17.4,1.6.34,1.0.991,,0.15529201431040054,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer22Regex-OneOff-SklCol,5.376574886031449e-05,1.1105238755248065e-06,260.0,0.0003111064566764981,2.4925444554179285e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.172821064000682,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizer22S-OneOff-SklCol,5.216609360650182e-05,1.0402300628573684e-06,144.0,0.000307264676084742,2.1878554242775857e-06,2,7,True,True,1.17.4,1.6.34,1.0.991,,0.1697757590336049,3.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfVectorizerBinary-OneOff-SklCol,5.573437432758511e-05,1.2192276796260658e-06,260.0,0.00034640425536781546,3.2385277838457638e-06,2,10,True,True,1.17.4,1.6.34,1.0.991,,0.16089402328041785,5.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTheilSen-Dec4,3.0471666250377886e-05,7.466990867025055e-07,152.0,4.15424567181617e-05,1.185132759303052e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7335066016222426,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTruncatedSVD,1.428527617827058e-05,3.1094706537344445e-07,124.0,2.760229608975351e-05,3.85221547847679e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.5175394152652953,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTruncatedSVDArpack,1.4854838605970145e-05,3.091513253571395e-07,152.0,2.9885706957429652e-05,8.22880740731007e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.49705495095464686,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTruncatedSVDInt,1.5850302996113895e-05,9.031982236503441e-07,152.0,3.0717509333044285e-05,1.1035821861360287e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.5160022195895606,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnVarianceThreshold,1.3369531836360692e-05,3.448029671494717e-06,144.0,6.891736481338739e-05,8.480563275613357e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.193993659980505,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnVotingRegressor-Dec4,0.00018037129729054868,4.374264651155127e-06,152.0,9.425297332927584e-05,1.5888098120451642e-06,7,7,True,True,1.17.4,1.6.34,1.0.991,,1.9136934456212396,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnVotingRegressorInt-Dec4,0.00018664477765560148,4.784070519038389e-06,192.0,9.736122866161168e-05,1.3888898693441835e-06,7,9,True,True,1.17.4,1.6.34,1.0.991,,1.9170339181349423,1.2857142857142858,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
